Index,0 [INT] [0x320],1 [UBYTE] [0x328],2 [USHORT] [0x324],3 [USHORT] [0x326],4 [STRING] [0x0],5 [STRING] [0x8],6 [STRING] [0x10],7 [STRING] [0x18],8 [STRING] [0x20],9 [STRING] [0x28],10 [STRING] [0x30],11 [STRING] [0x38],12 [STRING] [0x40],13 [STRING] [0x48],14 [STRING] [0x50],15 [STRING] [0x58],16 [STRING] [0x60],17 [STRING] [0x68],18 [STRING] [0x70],19 [STRING] [0x78],20 [STRING] [0x80],21 [STRING] [0x88],22 [STRING] [0x90],23 [STRING] [0x98],24 [STRING] [0xA0],25 [STRING] [0xA8],26 [STRING] [0xB0],27 [STRING] [0xB8],28 [STRING] [0xC0],29 [STRING] [0xC8],30 [STRING] [0xD0],31 [STRING] [0xD8],32 [STRING] [0xE0],33 [STRING] [0xE8],34 [STRING] [0xF0],35 [STRING] [0xF8],36 [STRING] [0x100],37 [STRING] [0x108],38 [STRING] [0x110],39 [STRING] [0x118],40 [STRING] [0x120],41 [STRING] [0x128],42 [STRING] [0x130],43 [STRING] [0x138],44 [STRING] [0x140],45 [STRING] [0x148],46 [STRING] [0x150],47 [STRING] [0x158],48 [STRING] [0x160],49 [STRING] [0x168],50 [STRING] [0x170],51 [STRING] [0x178],52 [STRING] [0x180],53 [STRING] [0x188],54 [STRING] [0x190],55 [STRING] [0x198],56 [STRING] [0x1A0],57 [STRING] [0x1A8],58 [STRING] [0x1B0],59 [STRING] [0x1B8],60 [STRING] [0x1C0],61 [STRING] [0x1C8],62 [STRING] [0x1D0],63 [STRING] [0x1D8],64 [STRING] [0x1E0],65 [STRING] [0x1E8],66 [STRING] [0x1F0],67 [STRING] [0x1F8],68 [STRING] [0x200],69 [STRING] [0x208],70 [STRING] [0x210],71 [STRING] [0x218],72 [STRING] [0x220],73 [STRING] [0x228],74 [STRING] [0x230],75 [STRING] [0x238],76 [STRING] [0x240],77 [STRING] [0x248],78 [STRING] [0x250],79 [STRING] [0x258],80 [STRING] [0x260],81 [STRING] [0x268],82 [STRING] [0x270],83 [STRING] [0x278],84 [STRING] [0x280],85 [STRING] [0x288],86 [STRING] [0x290],87 [STRING] [0x298],88 [STRING] [0x2A0],89 [STRING] [0x2A8],90 [STRING] [0x2B0],91 [STRING] [0x2B8],92 [STRING] [0x2C0],93 [STRING] [0x2C8],94 [STRING] [0x2D0],95 [STRING] [0x2D8],96 [STRING] [0x2E0],97 [STRING] [0x2E8],98 [STRING] [0x2F0],99 [STRING] [0x2F8],100 [STRING] [0x300],101 [STRING] [0x308],102 [STRING] [0x310],103 [STRING] [0x318],104 [UINT] [0x4],105 [UINT] [0xC],106 [UINT] [0x14],107 [UINT] [0x1C],108 [UINT] [0x24],109 [UINT] [0x2C],110 [UINT] [0x34],111 [UINT] [0x3C],112 [UINT] [0x44],113 [UINT] [0x4C],114 [UINT] [0x54],115 [UINT] [0x5C],116 [UINT] [0x64],117 [UINT] [0x6C],118 [UINT] [0x74],119 [UINT] [0x7C],120 [UINT] [0x84],121 [UINT] [0x8C],122 [UINT] [0x94],123 [UINT] [0x9C],124 [UINT] [0xA4],125 [UINT] [0xAC],126 [UINT] [0xB4],127 [UINT] [0xBC],128 [UINT] [0xC4],129 [UINT] [0xCC],130 [UINT] [0xD4],131 [UINT] [0xDC],132 [UINT] [0xE4],133 [UINT] [0xEC],134 [UINT] [0xF4],135 [UINT] [0xFC],136 [UINT] [0x104],137 [UINT] [0x10C],138 [UINT] [0x114],139 [UINT] [0x11C],140 [UINT] [0x124],141 [UINT] [0x12C],142 [UINT] [0x134],143 [UINT] [0x13C],144 [UINT] [0x144],145 [UINT] [0x14C],146 [UINT] [0x154],147 [UINT] [0x15C],148 [UINT] [0x164],149 [UINT] [0x16C],150 [UINT] [0x174],151 [UINT] [0x17C],152 [UINT] [0x184],153 [UINT] [0x18C],154 [UINT] [0x194],155 [UINT] [0x19C],156 [UINT] [0x1A4],157 [UINT] [0x1AC],158 [UINT] [0x1B4],159 [UINT] [0x1BC],160 [UINT] [0x1C4],161 [UINT] [0x1CC],162 [UINT] [0x1D4],163 [UINT] [0x1DC],164 [UINT] [0x1E4],165 [UINT] [0x1EC],166 [UINT] [0x1F4],167 [UINT] [0x1FC],168 [UINT] [0x204],169 [UINT] [0x20C],170 [UINT] [0x214],171 [UINT] [0x21C],172 [UINT] [0x224],173 [UINT] [0x22C],174 [UINT] [0x234],175 [UINT] [0x23C],176 [UINT] [0x244],177 [UINT] [0x24C],178 [UINT] [0x254],179 [UINT] [0x25C],180 [UINT] [0x264],181 [UINT] [0x26C],182 [UINT] [0x274],183 [UINT] [0x27C],184 [UINT] [0x284],185 [UINT] [0x28C],186 [UINT] [0x294],187 [UINT] [0x29C],188 [UINT] [0x2A4],189 [UINT] [0x2AC],190 [UINT] [0x2B4],191 [UINT] [0x2BC],192 [UINT] [0x2C4],193 [UINT] [0x2CC],194 [UINT] [0x2D4],195 [UINT] [0x2DC],196 [UINT] [0x2E4],197 [UINT] [0x2EC],198 [UINT] [0x2F4],199 [UINT] [0x2FC],200 [UINT] [0x304],201 [UINT] [0x30C],202 [UINT] [0x314],203 [UINT] [0x31C]
10,65975,2,30,34,"INIT_POP_01","CUT_SCENE_01","CUT_SCENE_02","DEF_ACTION_LNC_PBAE","DEF_ACTION_CALL_ZOMBIE_ITEM","INIT_POP_LNC_01","INIT_POP_LNC_02","INIT_POP_THM_01","INIT_POP_DAMAGE_RANGE","STATUS_CUSTOM_DAMAGE_RANGE_DEBUFF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3818846,28,16,1316,1317,4312452,4312453,4312454,4312455,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,65981,1,30,9,"INIT_POP_BOSS","INIT_P_POP_IDA","INIT_P_POP_PAPARIMO","INIT_POP_ENEMY_B_01","INIT_POP_ENEMY_B_02","INIT_POP_ENEMY_B_03","INIT_POP_ENEMY_B_04","INIT_POP_ENEMY_B_05","INIT_POP_ENEMY_B_06","INIT_POP_ENEMY_A_01","INIT_POP_ENEMY_A_02","INIT_POP_ENEMY_A_03","INIT_POP_ENEMY_A_04","INIT_POP_ENEMY_A_05","INIT_POP_ENEMY_A_06","CUT_SCENE_01","HOW_TO_QIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3802315,3802271,3802272,4094218,4094220,4094232,4094233,4094474,4094475,4094238,4094239,4094240,4094471,4094472,4094473,54,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,65983,1,30,18,"INIT_NOTAR_P_POP_1ST_01","INIT_NOTAR_POP_1ST_01","INIT_NOTAR_P_POP_2ST_01","INIT_NOTAR_POP_2ST_01","INIT_NOTAR_POP_2ST_02","INIT_NOTAR_P_POP_3ST_01","INIT_NOTAR_POP_3ST_01","INIT_NOTAR_P_POP_4ST_01","INIT_NOTAR_POP_4ST_01","INIT_NOTAR_POP_4ST_02","INIT_NOTAR_P_POP_5ST_01","INIT_NOTAR_POP_5ST_01","INIT_NOTAR_POP_5ST_02","INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_POP_1ST_BOSS","INIT_POP_1ST_EXC_01_01","INIT_POP_1ST_EXC_01_02","INIT_POP_1ST_EXC_01_03","INIT_POP_1ST_LNC_01_04","INIT_POP_1ST_LNC_01_05","INIT_POP_1ST_LNC_01_06","INIT_P_POP_1ST_03","INIT_P_POP_1ST_04","INIT_POP_1ST_CNJ_02_01","INIT_POP_1ST_CNJ_02_02","INIT_POP_1ST_EXC_02_03","INIT_POP_1ST_EXC_02_04","INIT_POP_1ST_LNC_02_05","INIT_POP_1ST_LNC_02_06","INIT_POP_1ST_MON_03_01","INIT_POP_2ND_01","INIT_POP_2ND_02","INIT_P_POP_2ND_01","INIT_P_POP_2ND_02","WARP_01","ACTION_CURE","ACTION_PRO","DEF_ACTION_MONSTER_SUMMON","DEF_ACTION_DOKUBARI","CUT_SCENE_01","CUT_SCENE_02","DEF_POISON","DEF_WEATHER_BOSS","DEF_WEATHER_RETURN","BGM_MASKED_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3854583,3854586,3854588,3854584,3854721,3854673,3854720,3854674,3854719,3854724,3854675,3854715,3854723,4089300,4089305,4089289,4089296,4089297,4089298,4089292,4089293,4089294,3854581,3854582,3803263,3803264,4089325,3803269,3803267,3803268,4089330,4089338,3854784,4018837,4018839,3803262,120,123,867,619,58,59,18,19,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,66276,1,30,27,"INIT_POP_1_LNC_01","INIT_POP_1_LNC_02","INIT_POP_1_LNC_03","INIT_POP_1_KIK_01","INIT_P_POP_1_RED_LEADER","INIT_P_POP_1_RED_LNC","INIT_POP_2_EXC_LEADER_01","INIT_POP_2_LNC_01","INIT_POP_2_THM_01","INIT_POP_2_ARC_01","INIT_P_POP_2_ARC_01","INIT_P_POP_2_ARC_02","INIT_P_POP_2_ARC_03","POP_RANGE_DEPOP","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_ACTION1","BGM_BATTLE","LOC_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4293092,4293093,4293095,4293096,4293097,4293098,4293099,4293109,4293110,4293111,4293125,4293126,4293127,4295055,1008111,1007656,1007658,1007659,1007655,1007657,4310117,4310122,4310125,4310127,961,39,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,65697,1,30,18,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","INIT_EO_POP_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","INIT_P_POP_KUPURU_KOPO","DEF_ACTION_WS_CRITICAL_LANCER","INIT_EN_POP_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2319770,2319771,2319772,2319773,3867263,1003008,1000816,1003016,1003017,1003018,4097283,477,4107577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,65665,1,30,13,"INIT_POP_01","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_ACTOR0","BNPC_NAME_01","DEF_ACTION_SAND_BREATH","DEF_BLIND","CUT_SCENE_01","LOC_TALKSHAPE1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3869528,3884691,3884694,1003064,750,445,15,69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,65628,1,30,19,"INIT_POP_1_YK_01","INIT_POP_1_YK_02","INIT_POP_1_YK_03","INIT_POP_2_YK_01","INIT_POP_2_YK_02","INIT_POP_2_YK_03","INIT_POP_3_YK_01","INIT_POP_3_YK_02","INIT_POP_3_YK_03","INIT_POP_2_WATER_SPRIT_01","INIT_POP_3_WATER_SPRIT_01","INIT_POP_3_WATER_SPRIT_02","INIT_P_POP_LNC_01","INIT_P_POP_LNC_02","INIT_P_POP_LNC_03","INIT_P_POP_ARC_01","BNPC_NAME_01","CUT_SCENE_01","CUT_SCENE_02","QIB_YELL_01","QIB_YELL_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3875540,3879109,3905947,3905948,4263917,4263918,4263934,4263935,4263936,4263967,4263969,4263970,3905949,4263914,4263915,3914511,628,8,9,966,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,65977,1,30,34,"INIT_POP_BOSS","INIT_POP_YODOMI_01","INIT_POP_YODOMI_02","INIT_POP_IMP_01","INIT_POP_IMP_02","INIT_P_POP_SYLPHIE","CUT_SCENE_01","CUT_SCENE_02","DEF_YODOMI_DORAIN","QIB_YELL_01","QIB_YELL_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3796294,4273807,4273810,4273820,4273821,3873175,19,20,1127,1003,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,65856,1,30,13,"INIT_POP_01","ACTOR0","ACTOR1","ACTOR2","ACTOR3","ACTOR4","ACTOR5","ACTOR6","ACTOR7","ACTOR8","ACTOR9","ACTOR10","ACTOR11","ACTOR12","ACTOR13","ACTOR14","LOC_POS_ENPC1","ACTOR15","ACTOR16","LOC_POS_ENPC2","LOC_POS_ENPC3","ACTOR17","ACTOR6_POS","BNPC_NAME_01","DEF_ACTION_SAND_BREATH","DEF_BLIND","CUT_SCENE_01","LOC_ACTOR0","LOC_POS_ENPC4","LOC_POS_ENPC5","LOC_TALKSHAPE1","LOC_ACTOR1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3872242,1001578,1002947,1002948,1002949,1002950,1002951,1003028,1002952,1002953,1002954,1002956,1002957,1002958,1002959,1001353,3817003,1002990,1002991,3817009,3817004,1002992,3817007,750,445,15,189,1003064,4163979,4163982,8,1002947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,852184,1,30,14,"INIT_P_POP_01","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_01_03","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_02_03","INIT_POP_03_01","DEF_ACTION_FLASH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3977801,3977803,3977804,3977805,3977807,3977808,3977809,3983981,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,65798,1,30,19,"INIT_P_POP_01","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_01A_04","INIT_POP_01A_05","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02A_03","INIT_POP_02A_04","INIT_POP_02A_05","INIT_POP_02B_01","INIT_POP_02B_02","INIT_POP_03A_01","INIT_POP_03A_02","INIT_POP_03A_03","INIT_POP_03A_04","INIT_POP_03A_05","INIT_POP_03C_01","INIT_POP_03C_02","INIT_POP_03C_03","INIT_POP_03C_04","LOC_POS_ACTOR0","LOC_ACTOR0","LOC_FACE0","LOC_FACE1","CUT_SCENE_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3993254,3993614,3993615,3993616,3993617,3993618,3993218,3993219,3993220,3993221,3993222,3993250,3993251,3993388,3993389,3993390,3993391,3993392,3993399,3993528,3993529,3993544,4009165,1004301,604,605,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,65799,1,30,24,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_P_POP_04","INIT_P_POP_05","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_01A_04","INIT_POP_01B_01","INIT_POP_01B_02","INIT_POP_01B_03","INIT_POP_01C_01","INIT_POP_01C_02","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02A_03","INIT_POP_02A_04","INIT_POP_02B_01","INIT_POP_02B_02","INIT_POP_02B_03","INIT_POP_02D_01","INIT_POP_02D_02","INIT_POP_03A_01","INIT_POP_03A_02","INIT_POP_03A_03","INIT_POP_03A_04","INIT_POP_03E_01","INIT_POP_03E_02","INIT_POP_03E_03","INIT_POP_03BOSS_01","CUT_SCENE_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4000991,4001010,4001011,4001012,4001013,4001017,4001018,4001019,4001020,4001025,4001026,4001073,4001028,4001029,4001081,4001082,4001083,4001084,4001089,4001091,4001229,4001094,4001095,4001104,4001105,4001106,4001107,4001113,4001116,4001118,4001144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,65800,1,30,29,"INIT_P_POP_01","INIT_POP_01","INIT_POP_02","INIT_POP_BOSS","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTOR0","LOC_ACTOR1","LOC_FACE0","LOC_FACE1","LOC_FACE2","BNPC_NAME_01","INIT_ENPC_POP_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4004498,4004494,4004495,4004491,4011257,4011258,4011259,1004301,1004306,604,605,617,690,4065824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,65801,1,30,34,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_03_01","INIT_POP_03_02","ER_RECT_01","INIT_POP_04_01","INIT_POP_04_02","INIT_POP_VS_MIRA_01","INIT_POP_VS_MIRA_02","INIT_POP_VS_GIL_A_01","INIT_POP_VS_GIL_A_02","INIT_POP_VS_GIL_B_01","INIT_POP_VS_GIL_B_02","INIT_P_POP_ALDIS","INIT_POP_NOTAR_GIL_02","INIT_POP_NOTAR_GIL_03","INIT_POP_NOTAR_GIL_04","INIT_POP_NOTAR_GIL_05","INIT_POP_NOTAR_GIL_06","INIT_POP_NOTAR_GIL_07","INIT_POP_NOTAR_GIL_08","INIT_POP_NOTAR_GIL_09","INIT_POP_NOTAR_GIL_10","INIT_POP_NOTAR_GIL_11","INIT_POP_REHWOLD","INIT_POP_NOTAR_ENE_02","INIT_POP_NOTAR_ENE_03","INIT_POP_NOTAR_ENE_04","INIT_POP_NOTAR_ENE_05","INIT_POP_NOTAR_ENE_06","INIT_POP_NOTAR_ENE_07","INIT_POP_NOTAR_ENE_08","INIT_POP_NOTAR_ENE_09","INIT_POP_NOTAR_ENE_10","INIT_POP_NOTAR_ENE_11","INIT_POP_LAST_ENE_01","INIT_POP_LAST_ENE_02","INIT_POP_LAST_ENE_03","INIT_POP_LAST_OGRE","INIT_POP_LAST_BOSS","DEF_ACTION_MONSTER_SUMMON","CUT_SCENE_01","CUT_SCENE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4011016,4011017,4011018,4011007,4011008,4011009,4011010,4011011,4011012,4011013,4011014,4011015,4011021,4011022,4011027,4011028,4011029,4011030,4011120,4011234,4011237,4011241,4011244,4011246,4011249,4011260,4011262,4011266,4011267,4011122,4011235,4011236,4011242,4011243,4011247,4011248,4011261,4011263,4011265,4011268,4011419,4011422,4011426,4011434,4011442,867,43,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,65950,1,30,18,"INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","ER_RECT_01","INIT_ENPC_POP_01","ACTION_ATTACK_UP","BGM_BATTLE","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_CAM1","LOC_POS_CAM2","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","INIT_POP_LOOKOUT_01","INIT_POP_LOOKOUT_02","INIT_POP_LOOKOUT_03","INIT_POP_LOOKOUT_04","ER_RECT_02","ER_RECT_03","BGM_MASKED_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3970651,3970655,3970671,3970673,3970684,3970685,3970686,3970675,4103658,3970427,3970428,4103659,4103652,963,33,1002237,1002672,1002671,1002238,1002240,1002702,4144321,4144324,4144325,4144326,3985691,961,979,981,4167378,4167379,4167390,4167391,4167388,4167389,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,65849,1,30,9,"INIT_P_POP_1ST_01","INIT_P_POP_2ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_4ST_01","INIT_POP_4ST_02","INIT_POP_4ST_03","INIT_POP_4ST_04","INIT_POP_4ST_05","INIT_POP_4ST_06","INIT_POP_4ST_07","CUT_SCENE_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_FACE0","LOC_FACE1","LOC_POS_ACTOR0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4107368,4107369,4107370,4107372,4107432,4107418,4107419,4107420,4107433,4107421,4107422,4107423,4107434,4107435,4107424,4107425,4107426,4107427,4107428,4107436,4107437,37,1002674,1002696,1002112,1002680,604,617,4244349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,65853,1,30,24,"INIT_P_POP_1ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","CUT_SCENE_01","CUT_SCENE_02","DEF_PARALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4125284,4125273,4125274,4125275,4125276,4125277,4125280,4125319,4125320,4125312,4125316,4125321,4125317,4125338,4125340,4125342,4125343,4125345,38,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
