Index,0 [STRING] [0x0]
302,"战斗中也可以使用生辰"
303,"下次咏唱的福星必定发动暴击<br><color?>持续时间：</color>15秒<br><color?>发动条件：</color>吉星（发动几率15％）"
304,"先天禀赋的复唱时间缩短到40秒"
305,"除自动攻击外的技能造成的伤害提高至基本值的1.3倍，恢复技能的恢复量也提高至基本值的1.3倍"
306,"封技的攻击伤害降低效果提高至10%"
307,"光流以太的恢复魔力效果量提高到80"
308,""
309,""
310,""
311,""
312,""
313,""
314,""
315,""
316,""
317,""
318,""
319,""
320,""
321,""
322,""
323,""
324,""
325,""
326,""
327,""
328,""
329,""
330,"利用潜行可以回避的怪物等级提高到64级"
331,"利用潜行可以回避的怪物等级提高到67级"
332,"利用潜行可以回避的怪物等级提高到70级"
333,"利用潜行可以回避的怪物等级提高到64级"
334,"利用潜行可以回避的怪物等级提高到67级"
335,"利用潜行可以回避的怪物等级提高到70级"
336,"利用潜行可以回避的怪物等级提高到64级"
337,"利用潜行可以回避的怪物等级提高到67级"
338,"利用潜行可以回避的怪物等级提高到70级"
339,"在盐湖钓场也能抛竿钓鱼"
340,"能够发现最高65级的鱼洞"
341,"能够发现最高70级的鱼洞"
342,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
343,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
344,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
345,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
346,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
347,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
348,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
349,"出现<color #FF7B1A>高品质</color>状态的几率略微提高"
350,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
351,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
352,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
353,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
354,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
355,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
356,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
357,"开始制作后第二回合有一定几率附加<color #FF7B1A>魔匠的闪念</color>状态，可以提高最大制作力<br><color?>装备专家之证时：</color>必定触发"
358,"转职为捕鱼人后自动获得鱼群测定的状态"
359,"能够发现渔场的特殊性质"
360,"在保护状态下替队员承受的伤害减轻20%"
361,"战嚎的复唱时间缩短5秒<br><color?>发动条件：</color>原初之魂、钢铁旋风、裂石飞环、地毁人亡命中敌人时，部分特定敌人除外"
362,"可获得<color #FF7B1A>暗血</color>量值<br><color?>发动条件：</color>特定技能命中时"
363,"可获得<color #FF7B1A>暗血</color>量值<br><color?>发动条件：</color><color #FF7B1A>嗜血</color>状态中发动物理攻击命中时，以及<color #FF7B1A>血债</color>状态中"
364,"对自身附加<color #FF7B1A>斗气</color>状态<br><color?>发动条件：</color>战技暴击时（发动几率50%）"
365,"在任一<color #FF7B1A>体势</color>的状态下，罗刹冲的效果会发生变化<br><color?>金刚体势状态下：</color>射程缩短，可击退目标<br><color?>疾风体势状态下：</color>威力降低，可在短时间内发动2次<br><color?>红莲体势状态下：</color>威力提高"
366,"<color #FF7B1A>龙牙龙爪</color>命中时可以使用一次<color #FF7B1A>龙尾大回旋</color>，<color #FF7B1A>龙尾大回旋</color>命中时可以使用一次<color #FF7B1A>龙牙龙爪</color>，并且此时的威力上升100"
367,"对自身附加<color #FF7B1A>龙眼</color>状态<br>在龙眼累积到第四阶段的状态下使用武神枪，苍天龙血就会变为<color #FF7B1A>红莲龙血</color><br>在红莲龙血的状态下武神枪会变为<color #FF7B1A>死者之岸</color><br>持续时间结束后，红莲龙血会恢复成苍天龙血<br><color?>发动条件：</color>在<color #FF7B1A>苍天龙血</color>状态下发动幻象冲"
368,"自身发动除自动攻击外的技能造成的物理伤害提高5%"
369,"发动时获得6点<color #FF7B1A>忍气</color>量值<br><color?>发动条件：</color>自动攻击命中时"
370,"重置缩地的复唱时间<br><color?>发动条件：</color>对敌人发动火遁之术、雷遁之术、冰遁之术时，部分特定敌人除外"
371,"<color #FF7B1A>忍气</color>提高30<br><color?>发动条件：</color>夺取命中时"
372,"毒咬箭变为烈毒咬箭，风蚀箭变为狂风蚀箭"
373,"发动贤者的叙事谣、军神的赞美歌、放浪神的小步舞曲的追加效果<br><color?>发动条件：</color>正在使用贤者的叙事谣、军神的赞美歌、放浪神的小步舞曲任意一种，且九天连箭命中时"
374,"分裂弹变为热分裂弹，独头弹变为热独头弹，狙击弹变为热狙击弹<br><color?>发动条件：</color><color #FF7B1A>枪管热度</color>50以上"
375,"闪雷变为暴雷"
376,"震雷变为霹雷"
377,"核爆的消耗魔力减为2/3<br>发动时消耗全部<color #FF7B1A>灵极心</color><br><color?>发动条件：</color><color #FF7B1A>灵极心</color>状态下"
378,"对自身附加<color #FF7B1A>通晓</color>状态<br><color?>发动条件：</color>令<color #FF7B1A>天语</color>状态持续30秒<br>另外，<color #FF7B1A>天语</color>的效果量提高到10%"
379,"毒菌变为猛毒菌"
380,"毁灭及毁荡变为毁绝<br><color?>发动条件：</color>同行召唤兽发动攻击时（发动几率15%）"
381,"猛毒菌变为剧毒菌，瘴气变为瘴暍"
382,"自身<color #FF7B1A>附体深度</color>加深1档<br><color?>发动条件：</color>龙神附体状态结束时"
383,"飞石变为坚石"
384,"疾风变为烈风"
385,"坚石变为垒石"
386,"垒石变为崩石"
387,"庇护所及法令的复唱时间缩短5秒<br><color?>发动条件：</color>治疗和救疗暴击时（发动几率20%）"
388,"气炎法变为魔炎法"
389,"以太超流的复唱时间缩短5秒<br><color?>发动条件：</color>发动需要消耗以太超流的技能时"
390,"烧灼变为炽灼"
391,"凶星变为灾星"
392,"灾星变为祸星"
393,"光速的复唱时间缩短10秒<br><color?>发动条件：</color><color #FF7B1A>先天禀赋</color>发动时"
394,"采集开始时可以触及到所有隐藏资源<br>目标：60级以下的采集地点"
395,"采集开始时可以触及到所有隐藏资源<br>目标：60级以下的采集地点"
396,"采集力的自动恢复量提高"
397,"采集力的自动恢复量提高"
398,"采集力的自动恢复量提高"
399,"摇荡变为震荡"
400,"对自身附加<color #FF7B1A>治疗百合</color>状态<br>根据自身附加的百合数，在发动庇护所、法令、神名、神祝祷时可以缩短其复唱时间<br><color?>一朵百合时：</color>缩短4%<br><color?>两朵百合时：</color>缩短10%<br><color?>三朵百合时：</color>缩短20%<br>在发动目标技能时消耗全部治疗百合<br><color?>发动条件：</color>战斗中使用治疗或救疗为自己或队友恢复体力时"
401,"智力值增加8点"
402,"智力值增加16点"
403,"智力值增加24点"
404,"除自动攻击外的技能造成的伤害提高至基本值的1.1倍，恢复技能的恢复量也提高至基本值的1.1倍"
405,"除自动攻击外的技能造成的伤害提高至基本值的1.3倍，恢复技能的恢复量也提高至基本值的1.3倍"
406,"力量值增加8点"
407,"力量值增加16点"
408,"力量值增加24点"
409,"自身发动除自动攻击外的技能造成的物理伤害提高20%"
410,"对自身附加<color #FF7B1A>冲击预备</color>状态<br><color?>发动条件：</color>震荡命中时"
411,"自身发动的全部魔法的魔力消耗减少50%，且咏唱不会被敌人的攻击打断"
412,"可以追加获得<color #FF7B1A>剑气</color>量值<br><color?>发动条件：</color>除居合术之外的战技命中时"
413,"发动时获得5点<color #FF7B1A>忠义</color>量值<br><color?>发动条件：</color><color #FF7B1A>忠义之剑</color>状态下发动的自动攻击命中时，以及<color #FF7B1A>忠义之盾</color>状态下发动格挡时"
414,"精神值增加8点"
415,"精神值增加16点"
416,"精神值增加24点"
417,"内力迸发的复唱时间缩短10秒<br><color?>发动条件：</color>发动毁灭精通时"
418,"毁灭变为气炎法"
419,"可获得<color #FF7B1A>剑气</color>量值<br><color?>发动条件：</color>特定战技命中时"
420,"发动有咏唱时间的魔法时，对自身附加<color #FF7B1A>连续咏唱</color>状态<br><color?>连续咏唱效果：</color>下次咏唱魔法不需要咏唱时间<br>若在持续时间中发动自动攻击或能力之外的技能，会立即解除连续咏唱状态"
421,""
422,""
423,""
424,""
425,""
426,""
427,""
428,""
429,""
430,""
