Index,0 [UBYTE] [0xA],1 [BYTE] [0x10],2 [BYTE] [0x11],3 [UBYTE] [0xB],4 [USHORT] [0x8],5 [UBYTE] [0xC],6 [BOOL] [0x12],7 [UBYTE] [0xD],8 [BOOL] [0x13],9 [UBYTE] [0xE],10 [BOOL] [0x14],11 [FLOAT] [0x0],12 [UBYTE] [0xF],13 [INT] [0x4],14 [BBOOL] [0x15]
105,0,-1,-1,8,3305,0,false,0,false,0,false,0.0,0,0,false
106,1,-1,-1,4,210,0,false,0,false,0,false,0.0,0,0,false
107,1,0,0,0,0,0,false,0,false,0,false,0.0,0,0,false
108,0,-1,1,0,65535,0,false,0,false,0,false,0.0,0,0,false
109,0,-1,0,0,65535,0,false,0,false,0,false,0.0,0,0,false
110,1,1,-1,4,210,0,false,0,false,0,false,0.0,0,0,false
111,1,0,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
112,0,-1,-1,9,4394,0,false,0,false,0,false,0.0,0,0,false
113,0,-1,-1,10,4420,0,false,0,false,0,false,0.0,0,0,false
114,0,-1,-1,0,0,0,false,0,false,0,false,0.25,1,0,false
115,0,-1,-1,19,4431,0,false,0,false,0,false,0.0,0,4431,false
116,0,-1,-1,20,4432,0,false,0,false,0,false,0.0,0,4432,false
117,1,1,-1,0,65535,0,false,0,false,0,false,0.0,0,0,false
118,0,-1,-1,13,979,0,false,0,false,0,false,0.0,0,0,false
119,0,-1,-1,14,820,0,false,0,false,0,false,0.0,0,0,false
120,0,-1,-1,0,0,2,false,3,false,0,false,0.0,0,0,false
121,0,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
122,0,-1,-1,4,210,0,false,0,false,0,false,0.0,0,0,false
123,0,-1,-1,3,985,0,false,0,false,0,false,0.0,0,0,false
124,2,-1,-1,0,0,0,false,0,false,0,false,1.0,4,0,false
125,1,2,-1,0,65535,0,false,0,false,0,false,0.0,0,0,false
126,0,-1,-1,6,3604,0,false,0,false,0,false,0.0,0,0,false
127,0,-1,-1,0,0,2,true,3,false,0,false,0.0,0,0,false
128,1,-1,-1,0,0,2,true,3,true,0,false,0.0,0,0,false
129,1,0,-1,0,65535,0,false,0,false,0,false,0.0,0,0,false
130,0,0,-1,4,210,0,false,0,false,0,false,0.0,0,0,false
131,0,-1,1,0,65535,0,false,0,false,0,false,0.0,0,0,false
132,0,-1,-1,15,213,0,false,0,false,0,false,0.0,0,0,false
133,0,2,0,5,211,0,false,0,false,0,false,0.0,0,0,false
134,0,-1,-1,0,65535,1,false,2,false,3,false,0.0,0,0,false
135,0,-1,-1,0,65535,1,true,2,true,3,true,0.0,0,0,false
136,0,-1,-1,0,65535,1,true,2,false,3,false,0.0,0,0,false
137,0,-1,-1,0,65535,1,false,2,false,3,true,0.0,0,0,false
138,0,-1,-1,0,65535,1,false,2,true,3,false,0.0,0,0,false
139,0,-1,-1,0,65535,1,true,2,true,3,false,0.0,0,0,false
140,0,-1,-1,0,65535,1,true,2,false,3,true,0.0,0,0,false
141,0,-1,-1,0,65535,1,false,2,true,3,true,0.0,0,0,false
142,2,-1,-1,0,65535,4,false,0,false,0,false,0.0,0,0,false
143,2,-1,-1,0,65535,4,true,0,false,0,false,0.0,0,0,false
144,0,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
145,2,-1,-1,5,211,0,false,0,false,0,false,0.0,0,0,false
146,2,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
147,1,-1,-1,5,211,0,false,0,false,0,false,0.0,0,0,false
148,1,-1,-1,6,3604,0,false,0,false,0,false,0.0,0,0,false
149,1,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
150,0,0,0,0,65535,0,false,0,false,0,false,0.0,0,0,false
151,0,-1,-1,0,65535,0,false,0,false,0,false,5.0,12,0,false
152,0,-1,-1,0,65535,0,false,0,false,0,false,0.85,16,0,false
153,0,-1,-1,0,65535,0,false,0,false,0,false,0.7,17,0,false
154,0,-1,-1,0,65535,0,false,0,false,0,false,0.55,18,0,false
155,0,-1,-1,0,65535,0,false,0,false,0,false,0.4,19,0,false
156,2,-1,-1,4,210,0,false,0,false,0,false,0.0,0,0,false
157,2,-1,-1,8,3305,0,false,0,false,0,false,0.0,0,0,false
158,1,-1,1,0,65535,0,false,0,false,0,false,0.0,0,0,false
159,0,-1,-1,16,5061,0,false,0,false,0,false,0.0,0,0,false
160,0,1,2,0,0,0,false,0,false,0,false,0.0,0,0,false
161,2,1,-1,0,65535,0,false,0,false,0,false,0.0,0,0,false
162,2,0,0,0,65535,0,false,0,false,0,false,0.0,0,0,false
163,1,-1,-1,7,5896,0,false,0,false,0,false,0.0,0,0,false
164,0,-1,-1,0,65535,0,false,0,false,0,false,1.25,5,0,false
165,0,-1,-1,0,65535,0,false,0,false,0,false,1.75,7,0,false
166,0,-1,-1,17,837,0,false,0,false,0,false,0.0,0,0,false
167,0,-1,-1,0,65535,0,false,0,false,0,false,7.0,13,0,false
168,0,1,0,5,211,0,false,0,false,0,false,0.0,0,0,false
169,0,-1,-1,0,784,0,false,0,false,0,false,0.0,0,0,false
170,0,-1,-1,22,65535,0,false,0,false,0,false,0.0,0,4443,true
171,0,1,-1,22,65535,0,false,0,false,0,false,0.0,0,4443,true
172,0,2,-1,22,65535,0,false,0,false,0,false,0.0,0,4443,true
173,0,-1,-1,23,0,1,true,2,false,3,false,0.0,0,6015,true
174,0,-1,-1,21,0,1,true,2,false,3,false,0.0,0,2550,true
175,0,-1,-1,23,0,1,true,2,true,3,true,0.0,0,6015,true
176,0,-1,-1,21,0,1,true,2,true,3,true,0.0,0,2550,true
177,0,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
178,0,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
179,0,-1,-1,0,0,0,false,0,false,0,false,0.0,0,0,false
180,0,0,0,0,0,0,false,0,false,0,false,0.0,0,0,false
