Index,0 [USHORT] [0x0],1 [USHORT] [0x2],2 [USHORT] [0x4],3 [USHORT] [0x6],4 [USHORT] [0x8],5 [USHORT] [0xA],6 [USHORT] [0xC],7 [USHORT] [0xE],8 [INT] [0x2C],9 [INT] [0x5C],10 [INT] [0x8C],11 [INT] [0xBC],12 [INT] [0xEC],13 [INT] [0x11C],14 [INT] [0x14C],15 [INT] [0x17C],16 [USHORT] [0x34],17 [USHORT] [0x64],18 [USHORT] [0x94],19 [USHORT] [0xC4],20 [USHORT] [0xF4],21 [USHORT] [0x124],22 [USHORT] [0x154],23 [USHORT] [0x184],24 [UINT] [0x10],25 [UINT] [0x40],26 [UINT] [0x70],27 [UINT] [0xA0],28 [UINT] [0xD0],29 [UINT] [0x100],30 [UINT] [0x130],31 [UINT] [0x160],32 [INT] [0x30],33 [INT] [0x60],34 [INT] [0x90],35 [INT] [0xC0],36 [INT] [0xF0],37 [INT] [0x120],38 [INT] [0x150],39 [INT] [0x180],40 [UBYTE] [0x36],41 [UBYTE] [0x66],42 [UBYTE] [0x96],43 [UBYTE] [0xC6],44 [UBYTE] [0xF6],45 [UBYTE] [0x126],46 [UBYTE] [0x156],47 [UBYTE] [0x186],48 [UBYTE] [0x37],49 [UBYTE] [0x67],50 [UBYTE] [0x97],51 [UBYTE] [0xC7],52 [UBYTE] [0xF7],53 [UBYTE] [0x127],54 [UBYTE] [0x157],55 [UBYTE] [0x187],56 [UINT] [0x14],57 [UINT] [0x44],58 [UINT] [0x74],59 [UINT] [0xA4],60 [UINT] [0xD4],61 [UINT] [0x104],62 [UINT] [0x134],63 [UINT] [0x164],64 [UINT] [0x18],65 [UINT] [0x48],66 [UINT] [0x78],67 [UINT] [0xA8],68 [UINT] [0xD8],69 [UINT] [0x108],70 [UINT] [0x138],71 [UINT] [0x168],72 [UINT] [0x1C],73 [UINT] [0x4C],74 [UINT] [0x7C],75 [UINT] [0xAC],76 [UINT] [0xDC],77 [UINT] [0x10C],78 [UINT] [0x13C],79 [UINT] [0x16C],80 [UINT] [0x20],81 [UINT] [0x50],82 [UINT] [0x80],83 [UINT] [0xB0],84 [UINT] [0xE0],85 [UINT] [0x110],86 [UINT] [0x140],87 [UINT] [0x170],88 [UINT] [0x24],89 [UINT] [0x54],90 [UINT] [0x84],91 [UINT] [0xB4],92 [UINT] [0xE4],93 [UINT] [0x114],94 [UINT] [0x144],95 [UINT] [0x174],96 [UINT] [0x28],97 [UINT] [0x58],98 [UINT] [0x88],99 [UINT] [0xB8],100 [UINT] [0xE8],101 [UINT] [0x118],102 [UINT] [0x148],103 [UINT] [0x178],104 [UBYTE] [0x38],105 [UBYTE] [0x68],106 [UBYTE] [0x98],107 [UBYTE] [0xC8],108 [UBYTE] [0xF8],109 [UBYTE] [0x128],110 [UBYTE] [0x158],111 [UBYTE] [0x188],112 [UBYTE] [0x39],113 [UBYTE] [0x69],114 [UBYTE] [0x99],115 [UBYTE] [0xC9],116 [UBYTE] [0xF9],117 [UBYTE] [0x129],118 [UBYTE] [0x159],119 [UBYTE] [0x189],120 [UBYTE] [0x3A],121 [UBYTE] [0x6A],122 [UBYTE] [0x9A],123 [UBYTE] [0xCA],124 [UBYTE] [0xFA],125 [UBYTE] [0x12A],126 [UBYTE] [0x15A],127 [UBYTE] [0x18A],128 [UBYTE] [0x3B],129 [UBYTE] [0x6B],130 [UBYTE] [0x9B],131 [UBYTE] [0xCB],132 [UBYTE] [0xFB],133 [UBYTE] [0x12B],134 [UBYTE] [0x15B],135 [UBYTE] [0x18B],136 [UBYTE] [0x3C],137 [UBYTE] [0x6C],138 [UBYTE] [0x9C],139 [UBYTE] [0xCC],140 [UBYTE] [0xFC],141 [UBYTE] [0x12C],142 [UBYTE] [0x15C],143 [UBYTE] [0x18C],144 [UBYTE] [0x3D],145 [UBYTE] [0x6D],146 [UBYTE] [0x9D],147 [UBYTE] [0xCD],148 [UBYTE] [0xFD],149 [UBYTE] [0x12D],150 [UBYTE] [0x15D],151 [UBYTE] [0x18D],152 [UBYTE] [0x3E],153 [UBYTE] [0x6E],154 [UBYTE] [0x9E],155 [UBYTE] [0xCE],156 [UBYTE] [0xFE],157 [UBYTE] [0x12E],158 [UBYTE] [0x15E],159 [UBYTE] [0x18E],160 [UBYTE] [0x3F],161 [UBYTE] [0x6F],162 [UBYTE] [0x9F],163 [UBYTE] [0xCF],164 [UBYTE] [0xFF],165 [UBYTE] [0x12F],166 [UBYTE] [0x15F],167 [UBYTE] [0x18F],168 [UBYTE] [0x190],169 [UBYTE] [0x191],170 [UBYTE] [0x192],171 [UBYTE] [0x193],172 [UBYTE] [0x194],173 [UBYTE] [0x195],174 [UBYTE] [0x196],175 [UBYTE] [0x197],176 [INT] [0x198],177 [UBYTE] [0x19C]
196618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196619,0,0,0,0,0,0,0,0,138,170,12,320,0,0,0,0,20,21,21,21,0,0,0,0,1088,1170,1122,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178129,4392499,0,0,0,0,0,0,1232,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196620,0,0,0,0,0,0,0,0,1087,317,318,320,0,0,0,0,20,20,20,20,0,0,0,0,1169,979,978,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196621,0,0,0,0,0,0,0,0,342,1850,1102,1101,0,0,0,0,21,18,20,20,0,0,0,0,1123,117,1088,1166,0,0,0,0,2000558,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196622,0,0,0,0,0,0,0,0,1088,7,17,405,0,0,0,0,21,13,13,13,0,0,0,0,1165,1121,1120,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,741,745,744,743,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196623,0,0,0,0,0,0,0,0,52,53,0,0,0,0,0,0,21,21,0,0,0,0,0,0,1148,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178212,4392495,0,0,0,0,0,0,1230,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196624,0,0,0,0,0,0,0,0,44,12,38,40,0,0,0,0,20,20,20,20,0,0,0,0,1147,1122,1146,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,2,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196625,0,0,0,0,0,0,0,0,21,1861,1106,1107,0,0,0,0,21,18,20,20,0,0,0,0,1028,115,542,1144,0,0,0,0,2000558,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196626,0,0,0,0,0,0,0,0,1090,18,19,388,0,0,0,0,20,13,14,16,0,0,0,0,1143,182,1025,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,746,750,747,748,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196627,0,0,0,0,0,0,0,0,167,166,1096,0,0,0,0,0,21,21,22,0,0,0,0,0,256,259,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178230,4392500,0,0,0,0,0,0,1227,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196628,0,0,0,0,0,0,0,0,206,131,41,193,0,0,0,0,20,20,20,20,0,0,0,0,1047,113,486,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196629,0,0,0,0,0,0,0,0,305,1863,1102,847,0,0,0,0,21,17,21,21,0,0,0,0,1123,113,1033,1122,0,0,0,0,2000558,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196630,0,0,0,0,0,0,0,0,1097,7,17,66,0,0,0,0,21,13,15,13,0,0,0,0,1109,1121,1120,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,751,755,752,753,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196631,0,0,0,0,0,0,0,0,326,170,0,0,0,0,0,0,24,22,0,0,0,0,0,0,1164,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178137,4185314,4185361,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196632,0,0,0,0,0,0,0,0,334,335,382,312,0,0,0,0,25,25,25,25,0,0,0,0,1163,1162,1153,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
