Index,0 [UBYTE] [0x4],1 [USHORT] [0x0],2 [UBYTE] [0x5],3 [UBYTE] [0x6],4 [UBYTE] [0x7],5 [UBYTE] [0x8],6 [UBYTE] [0x9],7 [UBYTE] [0xA],8 [UBYTE] [0xB],9 [USHORT] [0x2],10 [BBOOL] [0x16],11 [BBOOL] [0x16],12 [BBOOL] [0x16],13 [UBYTE] [0xC],14 [BBOOL] [0x16],15 [BBOOL] [0x16],16 [BBOOL] [0x16],17 [BOOL] [0xD],18 [BOOL] [0xE],19 [BOOL] [0xF],20 [BOOL] [0x10],21 [BOOL] [0x11],22 [BOOL] [0x12],23 [BOOL] [0x13],24 [BOOL] [0x14],25 [BOOL] [0x15],26 [BBOOL] [0x16],27 [BBOOL] [0x16]
43,1,10002,3,0,4,2,0,0,10,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
44,1,10003,3,0,4,2,0,0,15,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
45,1,10004,3,0,4,2,0,0,15,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
46,1,10005,3,0,4,2,0,0,20,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
47,1,10006,3,0,4,2,0,0,20,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
48,1,10007,3,0,4,2,0,0,25,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
49,1,10008,3,0,4,2,0,0,25,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
50,1,10009,3,0,4,2,0,0,30,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
51,1,10010,3,0,4,2,0,0,30,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
52,1,10011,3,0,4,2,0,0,35,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
53,1,10012,3,0,4,2,0,0,35,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
54,1,10013,3,0,4,2,0,0,40,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
55,1,10014,3,0,4,3,0,0,40,0,false,true,false,0,true,true,true,false,false,false,true,false,false,false,false,true,false,false
56,1,20001,4,0,1,2,0,0,20,0,true,true,true,0,true,true,true,true,false,false,false,false,false,false,false,true,false,false
57,1,20002,4,0,1,2,0,0,34,0,true,true,true,0,true,true,true,true,false,false,false,false,false,false,false,true,false,false
58,1,20003,4,0,1,2,0,0,44,0,true,true,true,0,true,true,true,true,false,false,false,false,false,false,false,true,false,false
59,1,20004,4,0,6,3,0,0,50,49,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
60,1,20005,4,0,6,3,0,0,50,57,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
61,1,20006,4,0,6,3,0,0,50,52,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
62,1,20007,4,0,6,3,0,0,49,0,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
63,1,20008,4,0,0,3,0,0,50,70,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
64,1,20009,4,0,0,3,0,0,50,67,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
65,1,20010,4,0,0,3,0,0,50,65,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
66,1,20011,4,0,6,3,0,0,50,54,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
67,1,20012,4,0,0,3,0,0,50,80,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
68,1,20013,4,0,0,3,0,0,50,61,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
69,1,20014,4,0,0,2,0,0,50,0,true,true,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
70,1,20015,4,1,0,3,0,0,60,0,true,true,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
71,1,20016,4,1,0,3,0,0,60,0,true,true,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
72,1,20017,4,0,6,3,0,0,50,60,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
73,1,20018,4,0,0,3,0,0,50,80,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
74,1,20019,4,0,6,3,0,0,50,52,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
75,1,20020,4,0,6,3,0,0,50,52,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
76,1,20021,4,0,6,3,0,0,50,50,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
77,1,20022,4,0,6,3,0,0,50,65,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
78,1,20023,4,0,0,3,0,0,50,85,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
79,1,20024,4,0,6,3,0,0,50,80,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
80,1,20025,4,0,0,3,0,0,50,95,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
81,1,20026,4,0,6,3,0,0,50,80,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
82,1,20027,4,0,0,3,0,0,50,95,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
83,1,20028,4,0,6,3,0,0,50,90,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
84,1,20029,4,0,6,3,0,0,50,90,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
85,1,20030,4,0,6,3,0,0,50,90,true,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
86,1,20031,4,1,6,3,0,0,53,0,false,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
87,1,20032,4,1,0,3,0,0,60,175,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
88,1,20033,4,1,6,3,0,0,57,0,false,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
89,1,20034,4,1,0,3,0,0,60,165,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
90,1,20035,4,1,6,3,0,0,60,142,false,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
91,1,20036,4,1,0,3,0,0,60,190,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
92,1,30001,1,0,0,4,0,0,50,50,false,true,false,0,false,true,true,false,false,false,false,false,false,false,false,true,false,false
93,1,30002,1,0,0,3,0,0,50,70,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
94,1,30003,1,0,0,3,0,0,50,73,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
95,1,30004,1,0,0,3,0,0,50,70,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
96,1,30005,1,0,0,3,0,0,50,77,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
97,1,30006,1,0,0,3,0,0,50,82,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
98,1,30007,1,0,0,3,0,0,50,90,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
99,1,30008,1,0,0,3,0,0,50,95,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
100,1,30009,1,0,0,3,0,0,50,100,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
101,1,30010,1,0,0,3,0,0,50,105,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
102,1,30011,1,0,0,6,0,0,50,70,false,true,false,0,false,true,true,false,false,false,false,false,false,false,false,true,false,false
103,1,30012,1,0,0,3,0,0,50,105,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
104,1,30013,1,0,0,3,0,0,50,105,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
105,1,30014,1,0,0,3,0,0,50,105,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
106,1,30015,1,0,0,3,0,0,50,105,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
107,1,30016,1,0,0,3,0,0,50,110,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
108,1,30017,1,0,0,3,0,0,50,115,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
109,1,30018,1,0,0,3,0,0,50,120,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
110,1,30019,1,0,0,3,0,0,50,123,true,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
111,1,30020,1,0,0,5,0,0,50,90,false,true,false,0,false,true,true,false,false,false,false,false,false,false,false,true,false,false
112,1,30021,1,1,0,3,0,0,60,170,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
113,1,30022,1,1,0,3,0,0,60,170,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
114,1,30023,1,1,0,3,0,0,60,170,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
115,1,30024,1,1,0,3,0,0,60,170,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false
116,1,30025,1,1,0,3,0,0,60,190,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
117,1,30026,1,1,0,3,0,0,60,195,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
118,1,30027,1,1,0,3,0,0,60,200,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
119,1,30028,1,1,0,3,0,0,60,205,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
120,1,30029,1,1,0,5,0,0,60,175,false,true,false,0,false,true,true,false,false,false,false,false,false,false,false,true,false,false
121,1,40001,5,0,0,7,0,0,30,0,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
122,1,40002,5,0,0,7,0,0,40,0,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
123,1,40003,5,0,0,7,4,3,50,0,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
124,1,40004,5,0,0,7,1,0,50,0,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
125,1,40005,5,0,0,7,4,3,50,0,false,false,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
126,1,40006,5,0,0,7,1,0,50,0,false,false,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
127,1,50001,6,0,7,8,0,0,50,0,false,true,false,0,false,true,true,false,false,false,false,false,false,true,false,false,false,false
128,1,50002,6,0,0,8,0,0,50,0,false,true,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
129,1,50003,6,0,7,8,0,0,50,0,false,true,false,0,false,true,true,false,false,false,false,false,false,true,false,false,false,false
130,1,50004,6,1,7,8,0,0,60,150,false,true,false,0,false,true,true,false,false,false,false,false,false,true,false,false,false,false
131,2,1,0,1,0,9,0,0,60,179,true,true,true,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false
132,2,2,0,1,0,9,0,0,60,179,true,true,true,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false
133,2,3,0,1,0,9,0,0,60,179,true,true,true,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false
134,1,20037,4,1,6,3,0,0,60,190,false,true,true,0,true,true,true,false,false,false,false,false,true,false,false,true,false,false
135,1,20038,4,1,0,3,1,0,60,205,false,false,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
136,1,30030,1,1,0,3,0,0,60,200,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
137,1,30031,1,1,0,3,0,0,60,200,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
138,1,30032,1,1,0,3,0,0,60,200,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
139,1,30033,1,1,0,3,0,0,60,200,false,true,true,0,true,true,true,false,false,false,false,false,false,false,false,false,false,false
140,1,42,2,1,5,2,0,0,60,180,false,true,true,0,true,true,true,false,false,false,false,true,false,false,false,true,false,false
141,1,43,2,1,5,2,0,0,60,180,false,true,true,0,true,true,true,false,false,false,false,true,false,false,false,true,false,false
142,1,40007,5,1,0,10,4,2,60,150,false,false,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false
143,1,40008,5,1,0,7,4,1,60,150,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
144,1,40009,5,1,0,7,1,0,60,150,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false
145,1,40010,5,1,0,7,4,1,60,150,false,false,false,0,false,true,true,false,false,false,false,false,false,false,false,false,true,true
146,1,40011,5,1,0,7,1,0,60,150,false,false,false,0,false,true,true,false,false,false,false,false,false,false,false,false,false,true
147,1,30034,1,1,0,3,1,0,60,0,false,false,true,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false
148,1,30035,1,1,0,3,1,0,60,0,false,false,true,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false
149,1,30036,1,1,0,3,1,0,60,0,false,false,true,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false
150,1,30037,1,1,0,3,1,0,60,0,false,false,true,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false
151,1,15001,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
152,1,15002,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
153,1,15003,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
154,1,15004,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
155,1,15005,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
156,1,15006,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
157,1,15007,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
158,1,15008,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
159,1,15009,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
160,1,15010,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
161,1,15011,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
162,1,15012,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
163,1,15013,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
164,1,15014,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
165,1,15015,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
166,1,15016,8,0,0,1,0,0,15,0,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false
167,1,5001,7,1,0,1,0,0,1,0,false,false,false,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false
