Index,0 [STRING] [0x0]
218,"Gridania"
219,"格里达尼亚"
220,"The Black Shroud"
221,"黑衣森林"
222,"Ul'dah"
223,"乌尔达哈"
224,"Thanalan"
225,"萨纳兰"
226,"Coerthas"
227,"库尔札斯"
228,"Mor Dhona"
229,"摩杜纳"
230,"ja"
231,"日语"
232,"en"
233,"英语"
234,"de"
235,"德语"
236,"fr"
237,"法语"
238,"Maelstrom"
239,"黑涡团"
240,"Order of the Twin Adder"
241,"双蛇党"
242,"Immortal Flames"
243,"恒辉队"
244,""
245,""
246,""
247,""
248,""
249,""
250,"execute"
251,"execute"
252,"condition"
253,"condition"
254,"clear"
255,"clear"
256,"Inventory"
257,"物品"
258,"ArmouryChest"
259,"兵装库"
260,"Retainer"
261,"雇员物品"
262,"category"
263,"道具种类"
264,"level"
265,"装备等级"
266,"itemlevel"
267,"道具品级"
268,"stack"
269,"打包数量"
270,"id"
271,"道具编号"
272,"tab"
273,"分栏"
274,"spiritbond"
275,"精炼度"
276,"hq"
277,"hq"
278,"materia"
279,"魔晶石数"
280,"asc"
281,"升序"
282,"des"
283,"降序"
284,"ears"
285,"耳部"
286,"wrists"
287,"腕部"
288,"rings"
289,"戒指"
290,"soul"
291,"灵魂水晶"
292,"physicaldamage"
293,"物理基本性能"
294,"magicdamage"
295,"魔法基本性能"
296,"delay"
297,"攻击间隔"
298,"physicalautoattack"
299,"物理自动攻击"
300,"blockrate"
301,"格挡发动力"
302,"blockstrength"
303,"格挡性能"
304,"defense"
305,"物理防御力"
306,"magicdefense"
307,"魔法防御力"
308,"str"
309,"力量"
310,"dex"
311,"灵巧"
312,"vit"
313,"耐力"
314,"int"
315,"智力"
316,"mnd"
317,"精神"
318,"pie"
319,"信仰"
320,"craftsmanship"
321,"作业精度"
322,"control"
323,"加工精度"
324,"gathering"
325,"获得力"
326,"perception"
327,"鉴别力"
328,"recruit"
329,"队员招募中"
330,"newadventurer"
331,"新人"
332,""
333,""
334,""
335,""
336,""
337,""
338,""
339,""
340,"pet"
341,"召唤兽"
342,"buddy"
343,"搭档"
344,"minion"
345,"宠物"
346,"mount"
347,"坐骑"
348,"general"
349,"共通技能"
350,"action"
351,"技能"
352,"gearset"
353,"套装"
354,"emote"
355,"情感动作"
356,"marking"
357,"标记"
358,""
359,""
360,"<wait>"
361,"<wait>"
362,""
363,""
364,""
365,""
366,""
367,""
368,""
369,""
370,""
371,""
372,""
373,""
374,""
375,""
376,""
377,""
378,""
379,""
380,""
381,""
382,""
383,""
384,""
385,""
386,""
387,""
388,""
389,""
390,""
391,""
392,""
393,""
394,""
395,""
396,""
397,""
398,""
399,""
1000,"<t>"
1001,"<target>"
1002,"<tt>"
1003,"<t2t>"
1004,"<f>"
1005,"<focus>"
1006,"<lt>"
1007,"<lasttarget>"
1008,"<la>"
1009,"<lastattacker>"
1010,"<a>"
1011,"<anchor>"
1012,"<mo>"
1013,"<mouse>"
1014,"<me>"
1015,"<0>"
1016,"<c>"
1017,"<b>"
1018,"<p>"
1019,"<pet>"
1020,"<r>"
1021,"<reply>"
1022,"<lastst>"
1023,"<lst>"
1024,"<hp>"
1025,"<hp>"
1026,"<hpp>"
1027,"<hpp>"
1028,"<mp>"
1029,"<mp>"
1030,"<mpp>"
1031,"<mpp>"
1032,"<tp>"
1033,"<tp>"
1034,"<pethp>"
1035,"<php>"
1036,"<pethpp>"
1037,"<phpp>"
1038,""
1039,""
1040,""
1041,""
1042,""
1043,""
1044,"<job>"
1045,"<class>"
1046,"<pos>"
1047,"<where>"
1048,"<flag>"
1049,"<mappos>"
1050,"<attack1>"
1051,"<attack1>"
1052,"<attack2>"
1053,"<attack2>"
1054,"<attack3>"
1055,"<attack3>"
1056,"<attack4>"
1057,"<attack4>"
1058,"<attack5>"
1059,"<attack5>"
1060,"<bind1>"
1061,"<bind1>"
1062,"<bind2>"
1063,"<bind2>"
1064,"<bind3>"
1065,"<bind3>"
1066,"<stop1>"
1067,"<stop1>"
1068,"<stop2>"
1069,"<stop2>"
1070,"<square>"
1071,"<square>"
1072,"<circle>"
1073,"<circle>"
1074,"<cross>"
1075,"<cross>"
1076,"<triangle>"
1077,"<triangle>"
1078,"<attack>"
1079,"<attack>"
1080,"<bind>"
1081,"<bind>"
1082,"<stop>"
1083,"<stop>"
1084,"<le>"
1085,"<lastenemy>"
1086,"<buddyhp>"
1087,"<bhp>"
1088,"<buddyhpp>"
1089,"<bhpp>"
1090,""
1091,""
1092,""
1093,""
1094,""
1095,""
1096,"<item>"
1097,"<item>"
1098,"<myitem>"
1099,"<myitem>"
