Index,0 [UINT] [0x0],1 [UINT] [0x8],2 [UINT] [0x10],3 [UINT] [0x18],4 [UINT] [0x20],5 [UINT] [0x28],6 [UINT] [0x30],7 [UINT] [0x38],8 [UINT] [0x40],9 [UINT] [0x48],10 [UINT] [0x50],11 [UINT] [0x58],12 [UINT] [0x60],13 [UINT] [0x68],14 [UINT] [0x70],15 [UINT] [0x78],16 [UINT] [0x4],17 [UINT] [0xC],18 [UINT] [0x14],19 [UINT] [0x1C],20 [UINT] [0x24],21 [UINT] [0x2C],22 [UINT] [0x34],23 [UINT] [0x3C],24 [UINT] [0x44],25 [UINT] [0x4C],26 [UINT] [0x54],27 [UINT] [0x5C],28 [UINT] [0x64],29 [UINT] [0x6C],30 [UINT] [0x74],31 [UINT] [0x7C]
2031626,0,65612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589876,591301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031627,0,65889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590208,591302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031628,0,65889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590466,591303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031629,0,65889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590468,591304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031630,0,65889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590467,591305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031631,0,65889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590465,591306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031632,0,65977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589924,591307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031633,0,65977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590150,591308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031634,0,65977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590082,591309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031635,0,65997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591050,591310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031636,0,65602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589898,591311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031637,0,66075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589933,591312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031638,0,66190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590579,591313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031639,0,66186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590577,591314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031640,0,66194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590578,591315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031641,0,65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590427,591316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031642,0,65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590363,591317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031643,0,65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590364,591318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031644,0,65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590362,591319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031645,0,65838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590439,591320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031646,0,65838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590396,591321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031647,0,65838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590358,591322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031648,0,65820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590440,591323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031649,0,65820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590402,591324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031650,0,65820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590399,591325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031651,0,65820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590398,591326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031652,0,65820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590397,591327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031653,0,65549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589905,591328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031654,0,65549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589906,591329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031655,0,65549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589902,591330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031656,0,65549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590979,591331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031657,0,66182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590576,591332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031658,0,66654,66966,0,0,0,0,0,0,0,0,0,0,0,0,0,590401,591333,591334,0,0,0,0,0,0,0,0,0,0,0,0,0
2031659,0,66654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590980,591335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031660,0,66654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590651,591336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031661,0,66620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590656,591337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031662,0,66620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590655,591338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031663,0,66788,20012,66792,0,0,0,0,0,0,0,0,0,0,0,0,590048,591339,591340,591341,0,0,0,0,0,0,0,0,0,0,0,0
2031664,0,66753,20008,66757,66981,0,0,0,0,0,0,0,0,0,0,0,590591,591342,591343,591344,591589,0,0,0,0,0,0,0,0,0,0,0
2031665,0,66910,20018,66914,0,0,0,0,0,0,0,0,0,0,0,0,590590,591345,591346,591347,0,0,0,0,0,0,0,0,0,0,0,0
2031666,0,66856,66860,67002,67009,0,0,0,0,0,0,0,0,0,0,0,591275,591348,591349,591620,591621,0,0,0,0,0,0,0,0,0,0,0
2031667,0,65665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589999,591350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031668,0,65635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590028,591351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031669,0,65635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590045,591352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031670,0,65697,67096,0,0,0,0,0,0,0,0,0,0,0,0,0,590144,591353,591580,0,0,0,0,0,0,0,0,0,0,0,0,0
2031671,0,65985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589880,591354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031672,0,65856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590163,591355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031673,0,65766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590308,591356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031674,0,65872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590311,591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031675,0,66088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590405,591358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031676,0,65950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590205,591359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031677,0,66081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590410,591360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031678,0,66110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590471,591361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031679,0,66279,66414,66789,66792,20022,0,0,0,0,0,0,0,0,0,0,590269,591362,591363,591364,591365,591592,0,0,0,0,0,0,0,0,0,0
2031680,0,66050,66060,66729,67067,66899,0,0,0,0,0,0,0,0,0,0,590071,591366,591367,591368,591539,591369,0,0,0,0,0,0,0,0,0,0
2031681,0,66311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590079,591370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031682,0,66318,66754,66757,0,0,0,0,0,0,0,0,0,0,0,0,590792,591371,591372,591373,0,0,0,0,0,0,0,0,0,0,0,0
2031683,0,66347,20002,66896,20017,0,0,0,0,0,0,0,0,0,0,0,590798,591374,591375,591376,591377,0,0,0,0,0,0,0,0,0,0,0
2031684,0,66391,20002,20,66899,66974,0,0,0,0,0,0,0,0,0,0,590799,591378,591379,591380,591381,591555,0,0,0,0,0,0,0,0,0,0
2031685,0,66355,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,590668,591382,591383,0,0,0,0,0,0,0,0,0,0,0,0,0
2031686,0,66358,20002,66559,0,0,0,0,0,0,0,0,0,0,0,0,591026,591384,591385,591386,0,0,0,0,0,0,0,0,0,0,0,0
2031687,0,66368,20002,20,0,0,0,0,0,0,0,0,0,0,0,0,590801,591387,591388,591389,0,0,0,0,0,0,0,0,0,0,0,0
2031688,0,66386,20002,66713,66695,0,0,0,0,0,0,0,0,0,0,0,590755,591390,591391,591392,591393,0,0,0,0,0,0,0,0,0,0,0
2031689,0,66054,66060,66740,66712,0,0,0,0,0,0,0,0,0,0,0,590982,591394,591395,591396,591397,0,0,0,0,0,0,0,0,0,0,0
2031690,0,66448,66995,0,0,0,0,0,0,0,0,0,0,0,0,0,590855,591398,591594,0,0,0,0,0,0,0,0,0,0,0,0,0
2031691,0,66448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590814,591399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031692,0,66477,67061,0,0,0,0,0,0,0,0,0,0,0,0,0,591000,591400,591536,0,0,0,0,0,0,0,0,0,0,0,0,0
2031693,0,66503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590762,591401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031694,0,66541,66060,66729,66899,66995,0,0,0,0,0,0,0,0,0,0,591019,591402,591403,591404,591405,591593,0,0,0,0,0,0,0,0,0,0
2031695,0,66541,66729,0,0,0,0,0,0,0,0,0,0,0,0,0,591020,591406,591407,0,0,0,0,0,0,0,0,0,0,0,0,0
2031696,0,66391,66713,67068,66974,0,0,0,0,0,0,0,0,0,0,0,590686,591408,591409,591540,591556,0,0,0,0,0,0,0,0,0,0,0
2031697,0,66270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590805,591410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031698,0,66292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590780,591411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031699,0,66493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590783,591412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031700,0,66401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590697,591413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031701,0,66492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590785,591414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031702,0,66510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590683,591415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031703,0,66492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590786,591416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031704,0,66514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591038,591417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031705,0,66563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590767,591418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031706,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,591032,591419,591420,0,0,0,0,0,0,0,0,0,0,0,0,0
2031707,0,66739,67010,0,0,0,0,0,0,0,0,0,0,0,0,0,591168,591421,591563,0,0,0,0,0,0,0,0,0,0,0,0,0
2031708,0,66695,66696,0,0,0,0,0,0,0,0,0,0,0,0,0,591286,591422,591423,0,0,0,0,0,0,0,0,0,0,0,0,0
2031709,0,66757,67008,67009,0,0,0,0,0,0,0,0,0,0,0,0,591128,591424,591651,591652,0,0,0,0,0,0,0,0,0,0,0,0
2031710,0,66792,67004,67009,0,0,0,0,0,0,0,0,0,0,0,0,591175,591425,591628,591629,0,0,0,0,0,0,0,0,0,0,0,0
2031711,0,66792,67004,67009,0,0,0,0,0,0,0,0,0,0,0,0,591138,591426,591626,591627,0,0,0,0,0,0,0,0,0,0,0,0
2031712,0,66860,67006,67009,0,0,0,0,0,0,0,0,0,0,0,0,591284,591427,591637,591638,0,0,0,0,0,0,0,0,0,0,0,0
2031713,0,66860,67006,67009,0,0,0,0,0,0,0,0,0,0,0,0,591287,591428,591635,591636,0,0,0,0,0,0,0,0,0,0,0,0
2031714,0,66914,67005,67009,0,0,0,0,0,0,0,0,0,0,0,0,591285,591429,591630,591631,0,0,0,0,0,0,0,0,0,0,0,0
2031715,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591155,591430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031716,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,591133,591431,591432,0,0,0,0,0,0,0,0,0,0,0,0,0
2031717,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591281,591433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031718,0,66503,66745,0,0,0,0,0,0,0,0,0,0,0,0,0,590201,591434,591435,0,0,0,0,0,0,0,0,0,0,0,0,0
2031719,0,66745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591127,591436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031720,0,66899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591070,591438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031721,0,66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591439,591440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031722,0,66978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591213,591444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031723,0,66989,66992,66996,0,0,0,0,0,0,0,0,0,0,0,0,591445,591446,591447,591448,0,0,0,0,0,0,0,0,0,0,0,0
2031724,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591469,591495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031725,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591470,591496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031726,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591471,591497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031727,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591472,591498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031728,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591473,591499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031729,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591474,591500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031730,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591475,591501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031731,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591476,591502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031732,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591477,591503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031733,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591478,591504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031734,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591479,591505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031735,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591480,591506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031736,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591481,591507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031737,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591482,591508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031738,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591483,591509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031739,0,66998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591071,591531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031740,0,67061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591013,591533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031741,0,67061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590743,591534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031742,0,67061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590753,591535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031743,0,67061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591537,591538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031744,0,66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591493,591494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031745,0,67062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591541,591542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031746,0,20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590274,591562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031747,0,67010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591165,591564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031748,0,67010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591166,591565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031749,0,67010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591167,591566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031750,0,66226,67017,0,0,0,0,0,0,0,0,0,0,0,0,0,590414,591576,591577,0,0,0,0,0,0,0,0,0,0,0,0,0
2031751,0,67067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590719,591578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031752,0,67067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589927,591579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031753,0,67096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590106,591581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031754,0,7,66946,0,0,0,0,0,0,0,0,0,0,0,0,0,590490,591582,591583,0,0,0,0,0,0,0,0,0,0,0,0,0
2031755,0,66974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590804,591584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031756,0,67079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591570,591585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031757,0,66979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590981,591586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031758,0,66980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590324,591587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031759,0,66980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590323,591588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031760,0,66981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590284,591590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031761,0,66982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590492,591591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031762,0,65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590425,591614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031763,0,20023,67001,67009,0,0,0,0,0,0,0,0,0,0,0,0,591543,591567,591622,591623,0,0,0,0,0,0,0,0,0,0,0,0
2031764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
