Index,0 [UBYTE] [0x36],1 [STRING] [0x0],2 [STRING] [0x4],3 [UBYTE] [0x37],4 [USHORT] [0x30],5 [UINT] [0x8],6 [USHORT] [0x32],7 [UBYTE] [0x38],8 [UBYTE] [0x39],9 [INT] [0xC],10 [INT] [0x10],11 [INT] [0x14],12 [INT] [0x18],13 [INT] [0x1C],14 [INT] [0x20],15 [INT] [0x24],16 [INT] [0x28],17 [INT] [0x2C],18 [USHORT] [0x34],19 [UBYTE] [0x3A]
35,12,"尖枪中的领悟2","将枪术师升到20级。",5,0,0,31816,3,3,4,20,0,0,0,0,0,0,0,62,1
36,12,"尖枪中的领悟3","将枪术师升到30级。",5,0,0,31816,3,3,4,30,0,0,0,0,0,0,0,63,1
37,12,"尖枪中的领悟4","将枪术师升到40级。",5,0,0,31816,3,3,4,40,0,0,0,0,0,0,0,64,1
38,12,"尖枪中的领悟5","将枪术师升到50级。",5,0,0,31816,3,3,4,50,0,0,0,0,0,0,0,65,1
39,12,"箭矢中的领悟1","将弓箭手升到10级。",5,0,0,32204,3,3,5,10,0,0,0,0,0,0,0,81,1
40,12,"箭矢中的领悟2","将弓箭手升到20级。",5,0,0,32204,3,3,5,20,0,0,0,0,0,0,0,82,1
41,12,"箭矢中的领悟3","将弓箭手升到30级。",5,0,0,32204,3,3,5,30,0,0,0,0,0,0,0,83,1
42,12,"箭矢中的领悟4","将弓箭手升到40级。",5,0,0,32204,3,3,5,40,0,0,0,0,0,0,0,84,1
43,12,"箭矢中的领悟5","将弓箭手升到50级。",5,0,0,32204,3,3,5,50,0,0,0,0,0,0,0,85,1
44,11,"尚武之勇者","将剑术师、格斗家、斧术师、弓箭手、枪术师都升到50级。",20,13,0,2504,4,2,23,28,33,38,43,0,0,0,0,1,1
45,13,"幻术中的领悟1","将幻术师升到10级。",5,0,0,32611,3,3,6,10,0,0,0,0,0,0,0,1,1
46,13,"幻术中的领悟2","将幻术师升到20级。",5,0,0,32611,3,3,6,20,0,0,0,0,0,0,0,2,1
47,13,"幻术中的领悟3","将幻术师升到30级。",5,0,0,32611,3,3,6,30,0,0,0,0,0,0,0,3,1
48,13,"幻术中的领悟4","将幻术师升到40级。",5,0,0,32611,3,3,6,40,0,0,0,0,0,0,0,4,1
49,13,"幻术中的领悟5","将幻术师升到50级。",5,0,0,32611,3,3,6,50,0,0,0,0,0,0,0,5,1
50,13,"咒术中的领悟1","将咒术师升到10级。",5,0,0,32806,3,3,7,10,0,0,0,0,0,0,0,21,1
51,13,"咒术中的领悟2","将咒术师升到20级。",5,0,0,32806,3,3,7,20,0,0,0,0,0,0,0,22,1
52,13,"咒术中的领悟3","将咒术师升到30级。",5,0,0,32806,3,3,7,30,0,0,0,0,0,0,0,23,1
53,13,"咒术中的领悟4","将咒术师升到40级。",5,0,0,32806,3,3,7,40,0,0,0,0,0,0,0,24,1
54,13,"咒术中的领悟5","将咒术师升到50级。",5,0,0,32806,3,3,7,50,0,0,0,0,0,0,0,25,1
55,11,"御魔之智者","将幻术师、咒术师和秘术师都升到50级。",20,14,0,2658,4,2,49,54,596,0,0,0,0,0,0,2,1
56,11,"八重之道的探究者","解开“尚武之勇者”和“御魔之智者”两个成就。",30,0,2909,825,4,2,44,55,0,0,0,0,0,0,0,3,1
57,14,"木工中的领悟1","将刻木匠升到10级。",5,0,0,35001,3,3,8,10,0,0,0,0,0,0,0,1,1
58,14,"木工中的领悟2","将刻木匠升到20级。",5,0,0,35001,3,3,8,20,0,0,0,0,0,0,0,2,1
59,14,"木工中的领悟3","将刻木匠升到30级。",5,0,0,35001,3,3,8,30,0,0,0,0,0,0,0,3,1
60,14,"木工中的领悟4","将刻木匠升到40级。",5,0,0,35001,3,3,8,40,0,0,0,0,0,0,0,4,1
61,14,"木工中的领悟5","将刻木匠升到50级。",5,0,0,35001,3,3,8,50,0,0,0,0,0,0,0,5,1
62,14,"锻冶中的领悟1","将锻铁匠升到10级。",5,0,0,35106,3,3,9,10,0,0,0,0,0,0,0,21,1
63,14,"锻冶中的领悟2","将锻铁匠升到20级。",5,0,0,35106,3,3,9,20,0,0,0,0,0,0,0,22,1
64,14,"锻冶中的领悟3","将锻铁匠升到30级。",5,0,0,35106,3,3,9,30,0,0,0,0,0,0,0,23,1
65,14,"锻冶中的领悟4","将锻铁匠升到40级。",5,0,0,35106,3,3,9,40,0,0,0,0,0,0,0,24,1
66,14,"锻冶中的领悟5","将锻铁匠升到50级。",5,0,0,35106,3,3,9,50,0,0,0,0,0,0,0,25,1
67,14,"甲胄中的领悟1","将铸甲匠升到10级。",5,0,0,35203,3,3,10,10,0,0,0,0,0,0,0,41,1
68,14,"甲胄中的领悟2","将铸甲匠升到20级。",5,0,0,35203,3,3,10,20,0,0,0,0,0,0,0,42,1
69,14,"甲胄中的领悟3","将铸甲匠升到30级。",5,0,0,35203,3,3,10,30,0,0,0,0,0,0,0,43,1
70,14,"甲胄中的领悟4","将铸甲匠升到40级。",5,0,0,35203,3,3,10,40,0,0,0,0,0,0,0,44,1
71,14,"甲胄中的领悟5","将铸甲匠升到50级。",5,0,0,35203,3,3,10,50,0,0,0,0,0,0,0,45,1
72,14,"雕金中的领悟1","将雕金匠升到10级。",5,0,0,35301,3,3,11,10,0,0,0,0,0,0,0,61,1
73,14,"雕金中的领悟2","将雕金匠升到20级。",5,0,0,35301,3,3,11,20,0,0,0,0,0,0,0,62,1
74,14,"雕金中的领悟3","将雕金匠升到30级。",5,0,0,35301,3,3,11,30,0,0,0,0,0,0,0,63,1
75,14,"雕金中的领悟4","将雕金匠升到40级。",5,0,0,35301,3,3,11,40,0,0,0,0,0,0,0,64,1
76,14,"雕金中的领悟5","将雕金匠升到50级。",5,0,0,35301,3,3,11,50,0,0,0,0,0,0,0,65,1
77,14,"皮革中的领悟1","将制革匠升到10级。",5,0,0,35404,3,3,12,10,0,0,0,0,0,0,0,81,1
78,14,"皮革中的领悟2","将制革匠升到20级。",5,0,0,35404,3,3,12,20,0,0,0,0,0,0,0,82,1
79,14,"皮革中的领悟3","将制革匠升到30级。",5,0,0,35404,3,3,12,30,0,0,0,0,0,0,0,83,1
80,14,"皮革中的领悟4","将制革匠升到40级。",5,0,0,35404,3,3,12,40,0,0,0,0,0,0,0,84,1
81,14,"皮革中的领悟5","将制革匠升到50级。",5,0,0,35404,3,3,12,50,0,0,0,0,0,0,0,85,1
82,14,"裁缝中的领悟1","将裁衣匠升到10级。",5,0,0,35501,3,3,13,10,0,0,0,0,0,0,0,101,1
83,14,"裁缝中的领悟2","将裁衣匠升到20级。",5,0,0,35501,3,3,13,20,0,0,0,0,0,0,0,102,1
84,14,"裁缝中的领悟3","将裁衣匠升到30级。",5,0,0,35501,3,3,13,30,0,0,0,0,0,0,0,103,1
85,14,"裁缝中的领悟4","将裁衣匠升到40级。",5,0,0,35501,3,3,13,40,0,0,0,0,0,0,0,104,1
86,14,"裁缝中的领悟5","将裁衣匠升到50级。",5,0,0,35501,3,3,13,50,0,0,0,0,0,0,0,105,1
87,14,"炼金中的领悟1","将炼金术士升到10级。",5,0,0,35604,3,3,14,10,0,0,0,0,0,0,0,121,1
88,14,"炼金中的领悟2","将炼金术士升到20级。",5,0,0,35604,3,3,14,20,0,0,0,0,0,0,0,122,1
89,14,"炼金中的领悟3","将炼金术士升到30级。",5,0,0,35604,3,3,14,30,0,0,0,0,0,0,0,123,1
90,14,"炼金中的领悟4","将炼金术士升到40级。",5,0,0,35604,3,3,14,40,0,0,0,0,0,0,0,124,1
91,14,"炼金中的领悟5","将炼金术士升到50级。",5,0,0,35604,3,3,14,50,0,0,0,0,0,0,0,125,1
92,14,"烹调中的领悟1","将烹调师升到10级。",5,0,0,35704,3,3,15,10,0,0,0,0,0,0,0,141,1
93,14,"烹调中的领悟2","将烹调师升到20级。",5,0,0,35704,3,3,15,20,0,0,0,0,0,0,0,142,1
94,14,"烹调中的领悟3","将烹调师升到30级。",5,0,0,35704,3,3,15,30,0,0,0,0,0,0,0,143,1
95,14,"烹调中的领悟4","将烹调师升到40级。",5,0,0,35704,3,3,15,40,0,0,0,0,0,0,0,144,1
96,14,"烹调中的领悟5","将烹调师升到50级。",5,0,0,35704,3,3,15,50,0,0,0,0,0,0,0,145,1
97,11,"博学之巧者","将刻木匠、锻铁匠、铸甲匠、雕金匠、制革匠、裁衣匠、炼金术士、烹调师都升到50级。",20,15,0,1558,4,2,61,66,71,76,81,86,91,96,0,21,1
98,15,"矿石中的领悟1","将采矿工升到10级。",5,0,0,38003,3,3,16,10,0,0,0,0,0,0,0,1,1
99,15,"矿石中的领悟2","将采矿工升到20级。",5,0,0,38003,3,3,16,20,0,0,0,0,0,0,0,2,1
100,15,"矿石中的领悟3","将采矿工升到30级。",5,0,0,38003,3,3,16,30,0,0,0,0,0,0,0,3,1
101,15,"矿石中的领悟4","将采矿工升到40级。",5,0,0,38003,3,3,16,40,0,0,0,0,0,0,0,4,1
102,15,"矿石中的领悟5","将采矿工升到50级。",5,0,0,38003,3,3,16,50,0,0,0,0,0,0,0,5,1
103,15,"草木中的领悟1","将园艺工升到10级。",5,0,0,38103,3,3,17,10,0,0,0,0,0,0,0,21,1
104,15,"草木中的领悟2","将园艺工升到20级。",5,0,0,38103,3,3,17,20,0,0,0,0,0,0,0,22,1
105,15,"草木中的领悟3","将园艺工升到30级。",5,0,0,38103,3,3,17,30,0,0,0,0,0,0,0,23,1
106,15,"草木中的领悟4","将园艺工升到40级。",5,0,0,38103,3,3,17,40,0,0,0,0,0,0,0,24,1
107,15,"草木中的领悟5","将园艺工升到50级。",5,0,0,38103,3,3,17,50,0,0,0,0,0,0,0,25,1
108,15,"垂钓中的领悟1","将捕鱼人升到10级。",5,0,0,38203,3,3,18,10,0,0,0,0,0,0,0,41,1
109,15,"垂钓中的领悟2","将捕鱼人升到20级。",5,0,0,38203,3,3,18,20,0,0,0,0,0,0,0,42,1
110,15,"垂钓中的领悟3","将捕鱼人升到30级。",5,0,0,38203,3,3,18,30,0,0,0,0,0,0,0,43,1
111,15,"垂钓中的领悟4","将捕鱼人升到40级。",5,0,0,38203,3,3,18,40,0,0,0,0,0,0,0,44,1
112,15,"垂钓中的领悟5","将捕鱼人升到50级。",5,0,0,38203,3,3,18,50,0,0,0,0,0,0,0,45,1
113,11,"广识之贤者","将采矿工、园艺工、捕鱼人的职业都升到50级。",20,16,0,1068,4,2,102,107,112,0,0,0,0,0,0,22,1
114,20,"血与汗的价值1","通过理符任务获得累计100金币的报酬。",5,0,0,25919,3,1,13,100,0,0,0,0,0,0,0,0,1
115,20,"血与汗的价值2","通过理符任务获得累计1000金币的报酬。",5,0,0,25919,3,1,13,1000,0,0,0,0,0,0,0,0,1
116,20,"血与汗的价值3","通过理符任务获得累计10000金币的报酬。",5,0,0,25919,3,1,13,10000,0,0,0,0,0,0,0,0,1
117,20,"血与汗的价值4","通过理符任务获得累计100000金币的报酬。",5,0,0,25919,3,1,13,100000,0,0,0,0,0,0,0,0,1
118,20,"血与汗的价值5","通过理符任务获得累计1000000金币的报酬。",5,0,0,25919,3,1,13,1000000,0,0,0,0,0,0,0,0,1
119,20,"商贸之神的垂青","通过理符任务获得累计10000000金币的报酬。",10,11,0,463,3,1,13,10000000,0,0,0,0,0,0,0,0,1
120,53,"积土成山1","通过讨伐敌人获得累计1000金币的报酬。",5,0,0,26001,0,1,12,1000,0,0,0,0,0,0,0,0,1
121,53,"积土成山2","通过讨伐敌人获得累计10000金币的报酬。",5,0,0,26001,0,1,12,10000,0,0,0,0,0,0,0,0,1
122,53,"积土成山3","通过讨伐敌人获得累计100000金币的报酬。",5,0,0,26001,0,1,12,100000,0,0,0,0,0,0,0,0,1
123,53,"积土成山4","通过讨伐敌人获得累计1000000金币的报酬。",5,0,0,26001,0,1,12,1000000,0,0,0,0,0,0,0,0,1
124,53,"积土成山5","通过讨伐敌人获得累计10000000金币的报酬。",5,0,0,26001,0,1,12,10000000,0,0,0,0,0,0,0,0,1
125,53,"勇武之人的赏金","通过讨伐敌人获得累计100000000金币的报酬。",10,12,0,207,0,1,12,100000000,0,0,0,0,0,0,0,0,1
126,19,"高洁的圣堂骑士","收集到圣堂锁甲头罩、圣堂锁子铠、圣堂锁甲靴、圣堂腰甲四件套装。<br>※将收集到的装备全都穿到身上之后与位于格里达尼亚旧街的乔纳森对话后获得。",5,0,0,40039,4,1,232,0,0,0,0,0,0,0,0,1,1
127,19,"勇猛的海盗战士","收集到海盗三角帽、海盗战装、海盗长靴、海盗腰带四件套装。<br>※将收集到的装备全都穿到身上之后与位于格里达尼亚旧街的乔纳森对话后获得。",5,0,0,40599,4,1,233,0,0,0,0,0,0,0,0,2,1
128,19,"诙谐的滑稽小丑","收集到滑稽帽、滑稽棉甲、滑稽紧身裤、滑稽腰带四件套装。<br>※将收集到的装备全都穿到身上之后与位于格里达尼亚旧街的乔纳森对话后获得。",5,0,0,40575,4,1,234,0,0,0,0,0,0,0,0,3,1
129,19,"无锋之骑士","完成任务“复苏的上古武器”，获得无锋剑柯塔纳和神圣盾。",10,2,0,30446,4,6,66656,0,0,0,0,0,0,0,0,4,1
130,19,"释法之武僧","完成任务“复苏的上古武器”，获得释法来。",10,3,0,31034,4,6,66657,0,0,0,0,0,0,0,0,5,1
131,19,"勇悍之战士","完成任务“复苏的上古武器”，获得勇悍斧。",10,4,0,31440,4,6,66655,0,0,0,0,0,0,0,0,6,1
132,19,"穿心之龙骑士","完成任务“复苏的上古武器”，获得穿心枪盖博尔格。",10,5,0,31842,4,6,66658,0,0,0,0,0,0,0,0,7,1
133,19,"月神之吟游诗人","完成任务“复苏的上古武器”，获得月神之弓。",10,6,0,32238,4,6,66661,0,0,0,0,0,0,0,0,8,1
134,19,"酒神之白魔法师","完成任务“复苏的上古武器”，获得酒神杖。",10,7,0,32626,4,6,66660,0,0,0,0,0,0,0,0,10,1
135,19,"星尘之黑魔法师","完成任务“复苏的上古武器”，获得星尘杖。",10,8,0,33012,4,6,66659,0,0,0,0,0,0,0,0,11,1
136,19,"复苏的上古武器","完成任务“复苏的上古武器”，获得无锋剑柯塔纳、神圣盾、释法来、勇悍斧、穿心枪盖博尔格、月神之弓、酒神杖、星尘杖、绿瞳列传以及万辞全书。",30,1,0,2502,4,2,129,130,131,132,133,134,135,597,598,14,1
137,24,"木工爱好者","完成50次1-10级的木工作业。",5,0,0,35001,3,1,23,50,0,0,0,0,0,0,0,1,1
138,24,"木工初学者","完成300次11-20级的木工作业。",5,0,0,35001,3,1,24,300,0,0,0,0,0,0,0,2,1
139,24,"木工实习生","完成750次21-30级的木工作业。",5,0,0,35001,3,1,25,750,0,0,0,0,0,0,0,3,1
140,24,"木工熟练工","完成1500次31-40级的木工作业。",5,0,0,35001,3,1,26,1500,0,0,0,0,0,0,0,4,1
141,24,"木工手艺人","完成3000次41-50级的木工作业。",10,17,0,35001,3,1,27,3000,0,0,0,0,0,0,0,5,1
142,24,"木工之巧匠","解开“木工爱好者”“木工初学者”“木工实习生”“木工熟练工”“木工手艺人”五个成就。",30,0,2326,35010,4,2,137,138,139,140,141,0,0,0,0,6,1
143,25,"锻冶爱好者","完成50次1-10级的锻冶作业。",5,0,0,35106,3,1,28,50,0,0,0,0,0,0,0,1,1
144,25,"锻冶初学者","完成300次11-20级的锻冶作业。",5,0,0,35106,3,1,29,300,0,0,0,0,0,0,0,2,1
145,25,"锻冶实习生","完成750次21-30级的锻冶作业。",5,0,0,35106,3,1,30,750,0,0,0,0,0,0,0,3,1
146,25,"锻冶熟练工","完成1500次31-40级的锻冶作业。",5,0,0,35106,3,1,31,1500,0,0,0,0,0,0,0,4,1
147,25,"锻冶手艺人","完成3000次41-50级的锻冶作业。",10,18,0,35106,3,1,32,3000,0,0,0,0,0,0,0,5,1
148,25,"锻冶之巧匠","解开“锻冶爱好者”“锻冶初学者”“锻冶实习生”“锻冶熟练工”“锻冶手艺人”五个成就。",30,0,2353,35110,4,2,143,144,145,146,147,0,0,0,0,6,1
149,26,"铸甲爱好者","完成50次1-10级的铸甲作业。",5,0,0,35203,3,1,33,50,0,0,0,0,0,0,0,1,1
150,26,"铸甲初学者","完成300次11-20级的铸甲作业。",5,0,0,35203,3,1,34,300,0,0,0,0,0,0,0,2,1
151,26,"铸甲实习生","完成750次21-30级的铸甲作业。",5,0,0,35203,3,1,35,750,0,0,0,0,0,0,0,3,1
152,26,"铸甲熟练工","完成1500次31-40级的铸甲作业。",5,0,0,35203,3,1,36,1500,0,0,0,0,0,0,0,4,1
153,26,"铸甲手艺人","完成3000次41-50级的铸甲作业。",10,19,0,35203,3,1,37,3000,0,0,0,0,0,0,0,5,1
154,26,"铸甲之巧匠","解开“铸甲爱好者”“铸甲初学者”“铸甲实习生”“铸甲熟练工”“铸甲手艺人”五个成就。",30,0,2378,35209,4,2,149,150,151,152,153,0,0,0,0,6,1
155,27,"雕金爱好者","完成50次1-10级的雕金作业。",5,0,0,35301,3,1,38,50,0,0,0,0,0,0,0,1,1
156,27,"雕金初学者","完成300次11-20级的雕金作业。",5,0,0,35301,3,1,39,300,0,0,0,0,0,0,0,2,1
157,27,"雕金实习生","完成750次21-30级的雕金作业。",5,0,0,35301,3,1,40,750,0,0,0,0,0,0,0,3,1
158,27,"雕金熟练工","完成1500次31-40级的雕金作业。",5,0,0,35301,3,1,41,1500,0,0,0,0,0,0,0,4,1
159,27,"雕金手艺人","完成3000次41-50级的雕金作业。",10,20,0,35301,3,1,42,3000,0,0,0,0,0,0,0,5,1
160,27,"雕金之巧匠","解开“雕金爱好者”“雕金初学者”“雕金实习生”“雕金熟练工”“雕金手艺人”五个成就。",30,0,2403,35309,4,2,155,156,157,158,159,0,0,0,0,6,1
161,28,"制革爱好者","完成50次1-10级的制革作业。",5,0,0,35404,3,1,43,50,0,0,0,0,0,0,0,1,1
162,28,"制革初学者","完成300次11-20级的制革作业。",5,0,0,35404,3,1,44,300,0,0,0,0,0,0,0,2,1
163,28,"制革实习生","完成750次21-30级的制革作业。",5,0,0,35404,3,1,45,750,0,0,0,0,0,0,0,3,1
164,28,"制革熟练工","完成1500次31-40级的制革作业。",5,0,0,35404,3,1,46,1500,0,0,0,0,0,0,0,4,1
165,28,"制革手艺人","完成3000次41-50级的制革作业。",10,21,0,35404,3,1,47,3000,0,0,0,0,0,0,0,5,1
166,28,"制革之巧匠","解开“制革爱好者”“制革初学者”“制革实习生”“制革熟练工”“制革手艺人”五个成就。",30,0,2428,35409,4,2,161,162,163,164,165,0,0,0,0,6,1
167,29,"裁缝爱好者","完成50次1-10级的裁缝作业。",5,0,0,35501,3,1,48,50,0,0,0,0,0,0,0,1,1
168,29,"裁缝初学者","完成300次11-20级的裁缝作业。",5,0,0,35501,3,1,49,300,0,0,0,0,0,0,0,2,1
169,29,"裁缝实习生","完成750次21-30级的裁缝作业。",5,0,0,35501,3,1,50,750,0,0,0,0,0,0,0,3,1
170,29,"裁缝熟练工","完成1500次31-40级的裁缝作业。",5,0,0,35501,3,1,51,1500,0,0,0,0,0,0,0,4,1
171,29,"裁缝手艺人","完成3000次41-50级的裁缝作业。",10,22,0,35501,3,1,52,3000,0,0,0,0,0,0,0,5,1
172,29,"裁缝之巧匠","解开“裁缝爱好者”“裁缝初学者”“裁缝实习生”“裁缝熟练工”“裁缝手艺人”五个成就。",30,0,2454,35510,4,2,167,168,169,170,171,0,0,0,0,6,1
173,30,"炼成爱好者","完成50次1-10级的炼成作业。",5,0,0,35604,3,1,53,50,0,0,0,0,0,0,0,1,1
174,30,"炼成初学者","完成300次11-20级的炼成作业。",5,0,0,35604,3,1,54,300,0,0,0,0,0,0,0,2,1
175,30,"炼成实习生","完成750次21-30级的炼成作业。",5,0,0,35604,3,1,55,750,0,0,0,0,0,0,0,3,1
176,30,"炼成熟练工","完成1500次31-40级的炼成作业。",5,0,0,35604,3,1,56,1500,0,0,0,0,0,0,0,4,1
177,30,"炼成手艺人","完成3000次41-50级的炼成作业。",10,23,0,35604,3,1,57,3000,0,0,0,0,0,0,0,5,1
178,30,"炼成之巧匠","解开“炼成爱好者”“炼成初学者”“炼成实习生”“炼成熟练工”“炼成手艺人”五个成就。",30,0,2479,35609,4,2,173,174,175,176,177,0,0,0,0,6,1
179,31,"烹调爱好者","完成50次1-10级的烹调作业。",5,0,0,35704,3,1,58,50,0,0,0,0,0,0,0,1,1
180,31,"烹调初学者","完成300次11-20级的烹调作业。",5,0,0,35704,3,1,59,300,0,0,0,0,0,0,0,2,1
181,31,"烹调实习生","完成750次21-30级的烹调作业。",5,0,0,35704,3,1,60,750,0,0,0,0,0,0,0,3,1
182,31,"烹调熟练工","完成1500次31-40级的烹调作业。",5,0,0,35704,3,1,61,1500,0,0,0,0,0,0,0,4,1
183,31,"烹调手艺人","完成3000次41-50级的烹调作业。",10,24,0,35704,3,1,62,3000,0,0,0,0,0,0,0,5,1
184,31,"烹调之巧匠","解开“烹调爱好者”“烹调初学者”“烹调实习生”“烹调熟练工”“烹调手艺人”五个成就。",30,0,2505,35711,4,2,179,180,181,182,183,0,0,0,0,6,1
185,32,"拉诺西亚采掘能手1","在拉诺西亚的1-10级矿脉采掘或碎石20次。",5,0,0,1015,3,1,63,20,0,0,0,0,0,0,0,1,1
186,32,"拉诺西亚采掘能手2","在拉诺西亚的11-20级矿脉采掘或碎石300次。",5,0,0,1015,3,1,78,300,0,0,0,0,0,0,0,2,1
187,32,"拉诺西亚采掘能手3","在拉诺西亚的21-30级矿脉采掘或碎石1000次。",5,0,0,1015,3,1,93,1000,0,0,0,0,0,0,0,3,1
188,32,"拉诺西亚采掘能手4","在拉诺西亚的31-40级矿脉采掘或碎石2000次。",5,0,0,1015,3,1,108,2000,0,0,0,0,0,0,0,4,1
189,32,"拉诺西亚采掘能手5","在拉诺西亚的41-50级矿脉采掘或碎石4000次。",5,0,0,1015,3,1,123,4000,0,0,0,0,0,0,0,5,1
190,32,"拉诺西亚采掘王","解开五个“拉诺西亚采掘能手”成就。",10,25,0,1002,4,2,185,186,187,188,189,0,0,0,0,6,1
191,32,"黑衣森林采掘能手1","在黑衣森林的1-10级矿脉采掘或碎石20次。",5,0,0,1015,3,1,64,20,0,0,0,0,0,0,0,7,1
192,32,"黑衣森林采掘能手2","在黑衣森林的11-20级矿脉采掘或碎石300次。",5,0,0,1015,3,1,79,300,0,0,0,0,0,0,0,8,1
