Index,0 [STRING] [0x0]
98,"cmpl_castx0c"
99,"cmbl_castx0c"
100,"cmwh_castx0c"
101,"cmsn_castx0c"
102,"cmsw_castx0s"
103,"cmsm_castx0s"
104,"cmsc_castx0s"
105,"cmrz_castx1c"
106,"cmpp_djcas0c"
107,"cmpp_djcas0c"
108,"cmpt_castx0t"
109,"mon_eisyo03t"
110,"pop_tlep1t1h"
111,"pop_dejo1t1c"
112,"pop_tlep1t0h"
113,"pop_dejo1t0c"
114,"comp_01m"
115,"aettouch_c1c"
116,"levelup1f"
117,"classchng_sp1t"
118,"mat_fill100"
119,"mat_soulbind"
120,"dk06mg_cobf"
121,"c0501_boost2"
122,"dk10ht_roc0h"
123,"dk10ht_slp0h"
124,"dk10ht_bind0h"
125,"dk10ht_sta0f"
126,"dk10ht_grv0h"
127,"hyouketu0f"
128,"levitate0f"
129,"dk10ht_cha0h"
130,""
131,""
132,""
133,""
134,""
135,""
136,""
137,""
138,""
139,"dk10ht_wra0c"
140,"dk10ht_fir0c"
141,"dk10ht_fir1c"
142,"dk10ht_fir2c"
143,"dk10ht_ice0c"
144,"dk10ht_ice1c"
145,"dk10ht_ice2c"
146,"dk10ht_sip0c"
147,"dk10ht_sip1c"
148,"dk10ht_sip2c"
149,""
150,""
151,""
152,"itm_kira_01f"
153,"itm_clac_01f"
154,"fish_kemi00f"
155,"m189sissou0f"
156,"d1015sp_04t0m"
157,"crystal_behi_taiden_eria_t0c"
158,"m0073sp_05t0s"
159,"m0073sp_06t0t"
160,"m0073sp_10t0t"
161,"m0073sp_12t0s"
162,"break_hitc0c"
163,"mon_pop1t"
164,"chr_pop1t"
165,"gl_target1"
166,"gl_target2"
167,"comp_popf"
168,"comp_outf"
169,"ctstop_mgc0c"
170,"mon_dpop001f"
171,"mon_pop001f"
172,"aettouch_c0c"
173,"aettouch_c2c"
174,"mon_diary"
175,"rebir_hitc0c"
176,"itm_baku_c0m"
177,"reaction01"
178,"dk05ht_tel0h"
179,"m001sp_06c1c"
180,"cmrz_shoot2c"
181,"pop_rais1t0c"
182,"m0096sp_05c1s"
183,"m0096sp_06c2s"
184,"dream_g"
185,"lbk_ptycas0c"
186,"cmtk_castx1t"
187,"cmml_castx1f"
188,"cmhl_castx1f"
189,"cmcs_castx1m"
190,"cmml_castx3s"
191,""
192,""
193,""
194,""
195,"a000drapoi1c"
196,"abi_flam1t0c"
197,"pla_cate1t0h"
198,"pla_cate1t1h"
199,"pla_cate1t2h"
200,"m023_sibire"
201,"jobst_bard0c"
202,"jobst_blac0c"
203,"jobst_drag0c"
204,"jobst_knig0c"
205,"jobst_monk0c"
206,"jobst_sava0c"
207,"jobst_summ0c"
208,"jobst_warr0c"
209,"jobst_whit0c"
210,"cft_matok0"
211,"cft_matng0"
212,"m0049gr_dmg1t"
213,"foot_012r"
214,"mon_diary2"
215,"mon_diary3"
216,"gt_sommon0f"
217,"tar_ring0af"
218,"hanabi_a_c0c"
219,"hanabi_a_c1c"
220,"hanabi_a_c2c"
221,"hanabi_a_c3c"
222,"itm_herald0f"
223,"itm_mythril0f"
224,"itm_raven0f"
225,"itm_star_l0f"
226,"itm_star_g0f"
227,"itm_star_u0f"
228,"itm_flag_l0f"
229,"itm_flag_g0f"
230,"itm_flag_u0f"
231,"hanabi_b_c0c"
232,"hanabi_b_c1c"
233,"hanabi_b_c2c"
234,"hanabi_b_c3c."
235,"hanabi_1c1h"
236,"hanabi_1c2h"
237,"hanabi_1c3h"
238,"hanabi_2c1h"
239,"zantetu_hit1s"
240,"odin_met0ef"
241,"ws_get0f"
242,"formation01f"
243,"formation02f"
244,"formation03f"
245,"formation04f"
246,"abi_yase1d0c"
247,"mgc_shaf1d0c"
248,"m7004sp_05d0t"
249,"gungniru_dot1s"
250,"ab_cn007d0c"
251,"escape_in"
252,"escape_out"
253,"m0096_cast0s"
254,"foot_001"
255,"foot_001w"
256,"foot_002"
257,"foot_002w"
258,"foot_003"
259,"foot_003w"
260,"foot_010"
261,"foot_010w"
262,"foot_008"
263,"foot_008w"
264,"foot_009"
265,"foot_009w"
266,"foot_011"
267,"foot_011w"
268,"foot_012"
269,"foot_012w"
270,"foot_stone_b"
271,"foot_stone_a"
272,""
273,"foot_leaf_b"
274,"foot_leaf_a"
275,""
276,"foot_sand_b"
277,"foot_sand_a"
278,""
279,"foot_water_b"
280,"foot_water_a"
281,""
282,"foot_dust_b"
283,"foot_dust_a"
284,""
285,"foot_snow_b"
286,"foot_snow_a"
287,""
288,""
289,"qst_pgood0_f"
290,"itm_healtp0f"
291,"itm_antdbf0f"
292,"qst_wathit0f"
293,"qst_kehai0_f"
294,"m0179zu_egg0t"
295,"crystal_behi_target_c0c"
296,"heart_1t0h"
297,"heart_1t1h"
298,"crystal_behi_target2_c0c"
299,"itm_umhana0f"
300,"qst_chboff0f"
301,"wh_breath00f"
302,"fld_mark_a0f"
303,"fld_mark_b0f"
304,"fld_mark_c0f"
305,"ev_mv_bomb0f"
306,"ev_mb_bomb0f"
307,"qst_chboff0f"
308,"itm_chem_lgt_rim0s"
309,"itm_chem_lgt_uld0s"
310,"itm_chem_lgt_grd0s"
311,"itm_chem_lgt_rim1s"
312,"itm_chem_lgt_uld1s"
313,"itm_chem_lgt_grd1s"
314,"itm_nezumi_h0s"
315,"itm_rocket_h0s"
316,"hanabimt_c0c"
317,"m0115sp09cast0s"
318,"m0115sp08cast0s"
319,""
320,""
321,"itm_skhana0f"
322,"itm_act_mis0f"
323,""
324,""
325,""
