Index,0 [UBYTE] [0x82],1 [UBYTE] [0x83],2 [USHORT] [0x20],3 [UINT] [0x0],4 [UBYTE] [0x84],5 [BOOL] [0x9C],6 [USHORT] [0x22],7 [USHORT] [0x32],8 [USHORT] [0x42],9 [USHORT] [0x52],10 [USHORT] [0x62],11 [UBYTE] [0x8C],12 [USHORT] [0x72],13 [UBYTE] [0x94],14 [UINT] [0x4],15 [UBYTE] [0x85],16 [BOOL] [0x9D],17 [USHORT] [0x24],18 [USHORT] [0x34],19 [USHORT] [0x44],20 [USHORT] [0x54],21 [USHORT] [0x64],22 [UBYTE] [0x8D],23 [USHORT] [0x74],24 [UBYTE] [0x95],25 [UINT] [0x8],26 [UBYTE] [0x86],27 [BOOL] [0x9E],28 [USHORT] [0x26],29 [USHORT] [0x36],30 [USHORT] [0x46],31 [USHORT] [0x56],32 [USHORT] [0x66],33 [UBYTE] [0x8E],34 [USHORT] [0x76],35 [UBYTE] [0x96],36 [UINT] [0xC],37 [UBYTE] [0x87],38 [BOOL] [0x9F],39 [USHORT] [0x28],40 [USHORT] [0x38],41 [USHORT] [0x48],42 [USHORT] [0x58],43 [USHORT] [0x68],44 [UBYTE] [0x8F],45 [USHORT] [0x78],46 [UBYTE] [0x97],47 [UINT] [0x10],48 [UBYTE] [0x88],49 [BOOL] [0xA0],50 [USHORT] [0x2A],51 [USHORT] [0x3A],52 [USHORT] [0x4A],53 [USHORT] [0x5A],54 [USHORT] [0x6A],55 [UBYTE] [0x90],56 [USHORT] [0x7A],57 [UBYTE] [0x98],58 [UINT] [0x14],59 [UBYTE] [0x89],60 [BOOL] [0xA1],61 [USHORT] [0x2C],62 [USHORT] [0x3C],63 [USHORT] [0x4C],64 [USHORT] [0x5C],65 [USHORT] [0x6C],66 [UBYTE] [0x91],67 [USHORT] [0x7C],68 [UBYTE] [0x99],69 [UINT] [0x18],70 [UBYTE] [0x8A],71 [BOOL] [0xA2],72 [USHORT] [0x2E],73 [USHORT] [0x3E],74 [USHORT] [0x4E],75 [USHORT] [0x5E],76 [USHORT] [0x6E],77 [UBYTE] [0x92],78 [USHORT] [0x7E],79 [UBYTE] [0x9A],80 [UINT] [0x1C],81 [UBYTE] [0x8B],82 [BOOL] [0xA3],83 [USHORT] [0x30],84 [USHORT] [0x40],85 [USHORT] [0x50],86 [USHORT] [0x60],87 [USHORT] [0x70],88 [UBYTE] [0x93],89 [USHORT] [0x80],90 [UBYTE] [0x9B]
39,13,56,2,12590,1,false,410,320,230,50,5,1,55,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
40,13,56,2,10820,1,false,480,370,270,40,33,1,56,0,10946,1,false,480,370,270,40,33,1,56,0,11962,1,false,480,370,270,40,41,1,56,0,12003,1,false,480,370,270,40,34,1,56,0,10806,1,false,530,410,290,40,55,1,57,0,10890,1,false,530,410,290,40,55,1,57,0,10911,1,false,530,410,290,40,58,1,57,0,10953,1,false,530,410,290,40,57,1,57,0
41,13,58,2,10758,1,false,580,450,320,40,45,1,58,0,10800,1,false,580,450,320,40,45,1,58,0,10842,1,false,580,450,320,40,45,1,58,0,10884,1,false,580,450,320,40,47,1,58,0,10898,1,false,580,450,320,40,47,1,58,0,10905,1,false,580,450,320,40,38,1,58,0,10947,1,false,580,450,320,40,38,1,58,0,0,0,false,0,0,0,1000,0,0,0,0
42,13,59,2,10765,1,false,630,490,350,40,70,1,59,0,10828,1,false,630,490,350,40,66,1,59,0,10849,1,false,630,490,350,40,70,1,59,0,10891,1,false,630,490,350,40,76,1,59,0,10912,1,false,630,490,350,40,70,1,59,0,10933,1,false,630,490,350,40,75,1,59,0,10822,1,false,630,490,350,40,38,1,59,0,10948,1,false,630,490,350,40,38,1,59,0
43,14,50,2,10646,1,false,200,160,110,50,0,1,51,0,10652,1,false,200,160,110,50,0,1,51,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
44,14,52,2,10635,1,false,280,220,160,50,0,1,52,0,10647,1,false,280,220,160,50,0,1,52,0,10653,1,false,280,220,160,50,0,1,52,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
45,14,54,2,10648,1,false,430,340,240,50,0,1,55,0,10654,1,false,430,340,240,50,0,1,55,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
46,14,56,2,12602,1,false,440,340,250,40,4,1,56,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
47,14,56,2,10637,1,false,480,370,270,40,43,1,56,0,10649,1,false,530,410,290,40,42,1,57,0,10655,1,false,530,410,290,40,42,1,57,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
48,14,58,2,10650,1,false,580,450,320,40,45,1,58,0,10656,1,false,580,450,320,40,45,1,58,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
49,14,59,2,12622,1,false,580,450,320,40,20,1,58,0,12623,1,false,580,450,320,40,20,1,58,0,12624,1,false,630,490,350,40,20,1,59,0,12625,1,false,630,490,350,40,20,1,59,0,12626,1,false,630,490,350,40,20,1,59,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
50,15,50,2,12845,1,false,230,180,130,50,0,1,51,0,12861,1,false,280,220,160,50,0,1,52,0,12866,1,false,280,220,160,50,0,1,52,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
51,15,52,2,12842,1,false,340,270,190,50,0,1,53,0,12850,1,false,340,270,190,50,0,1,53,0,12853,1,false,340,270,190,50,0,1,53,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
52,15,54,2,12846,1,false,390,300,220,50,0,1,54,0,12849,1,false,430,340,240,50,0,1,55,0,12855,1,false,390,300,220,50,0,1,54,0,12862,1,false,390,300,220,50,0,1,54,0,12867,1,false,390,300,220,50,0,1,54,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
53,15,56,2,13743,1,false,480,370,270,40,2,1,56,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
54,15,56,2,12859,1,false,530,410,290,40,21,1,57,0,12863,1,false,480,370,270,40,21,1,56,0,12869,1,false,530,410,290,40,14,1,57,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
55,15,58,2,12843,1,false,580,450,320,40,18,1,58,0,12856,1,false,580,450,320,40,18,1,58,0,12858,1,false,580,450,320,40,18,1,58,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
56,15,59,2,12847,1,false,630,490,350,40,11,1,59,0,12851,1,false,630,490,350,40,13,1,59,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
57,8,60,2,12583,1,false,640,500,360,40,8,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
58,8,60,2,10609,1,false,710,550,400,40,59,1,60,0,10615,1,false,710,550,400,40,78,1,60,0,10639,1,false,710,550,400,40,75,1,60,0,11914,1,false,710,550,400,40,59,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
59,9,60,2,12525,1,false,600,460,330,40,10,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
